Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"past hear <WUG> that past bake","(START  (IP  (LEX  past) (VP  (LEX  hear) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  bake))))))))","(START (IP past (VP (LEX hear ) (NP (LEX <WUG> ) (CP that (IP past (LEX bake ) ) ) ) ) ) )",-82.8309893407,-82.9084716716,0.925443376037,0.323131798673,0.00254996919997,381.765338578,20.,9.07668813798,2.01793745865;2.;2.;1.00159868205;1.00101168539;1.05614236552;7.05613955186
"past <WUG> <WUG> that past catch","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  catch))))))))","(START (IP past (VP <WUG> (NP (LEX <WUG> ) (CP that (IP past (LEX catch ) ) ) ) ) ) )",-108.773131284,-109.020628343,0.780752517385,0.857026189925,0.00178647228982,445.386284691,50.,8.16673390718,2.08190263868;1.09121409884;2.;1.00159868205;1.00101168539;1.05614236552;6.99100604219
"past make <WUG> that should clean","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  should) (VP  (LEX  clean))))))))","(START (IP past (VP (LEX make ) (NP (LEX <WUG> ) (CP that (IP should (LEX clean ) ) ) ) ) ) )",-84.2490399471,-84.3949128755,0.864267520047,0.498163960233,0.0161406769414,394.700008488,18.,9.14711568313,2.01793745865;2.;2.;1.00160268165;1.00907771683;1.118497826;7.11849100635
"past <WUG> <WUG> that past win","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  win))))))))","(START (IP past (VP <WUG> (NP (LEX <WUG> ) (CP that (IP past (LEX win ) ) ) ) ) ) )",-108.910794127,-109.166263678,0.774552720818,0.90229564747,0.00157251458485,446.35219388,80.,8.16642258994,2.08190263868;1.09121409884;2.;1.00159905707;1.00114608237;1.05569655044;6.99055985149
"past make <WUG> that would <WUG>","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  <WUG>))))))))","(START (IP past (VP (LEX make ) (NP (LEX <WUG> ) (CP that (IP would (VP (LEX <WUG> ) ) ) ) ) ) ) )",-111.88703825,-112.379327699,0.611225421481,0.929590018007,0.0156212878705,610.343717579,38.,9.65394118963,2.01793745865;2.;2.;1.004050479;1.00588490935;1.628694331;7.6260639891
"past <WUG> <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP past (VP <WUG> (NP (LEX <WUG> ) (CP that (IP past (LEX <WUG> ) ) ) ) ) ) )",-137.840829687,-138.118002393,0.75792358788,0.985622402548,0.000277112486247,648.558354613,95.,8.16558676006,2.08190263868;1.09121409884;2.;1.00160007506;1.00155101879;1.05450078246;6.98931778128
"past <WUG> <WUG> that past wrap","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  wrap))))))))","(START (IP past (VP <WUG> (NP (LEX <WUG> ) (CP that (IP past (LEX wrap ) ) ) ) ) ) )",-110.549939857,-110.797436915,0.780752517385,0.857026189925,0.000530974428222,457.807964156,50.,8.16673390718,2.08190263868;1.09121409884;2.;1.00159868205;1.00101168539;1.05614236552;6.99100604219
"past make <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP past (VP (LEX make ) (NP (LEX <WUG> ) (CP that (IP past (LEX <WUG> ) ) ) ) ) ) )",-108.661757743,-108.768915722,0.898383736622,0.451728011295,0.0156229536317,570.210903662,38.,9.07554099086,2.01793745865;2.;2.;1.00160007506;1.00155101879;1.05450078246;7.05445129095
"past make <WUG> that present play","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  present) (VP  (LEX  play))))))))","(START (IP past (VP (LEX make ) (NP (LEX <WUG> ) (CP that (IP present (LEX play ) ) ) ) ) ) )",-76.923295651,-77.4701631413,0.578759944928,1.04594756426,0.0259504415548,347.03651099,36.,9.01600493146,2.01793745865;2.;2.;1.00198082354;0.964010991532;1.03252183984;6.99242204094
"past <WUG> <WUG> that would finish","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  finish))))))))","(START (IP past (VP <WUG> (NP (LEX <WUG> ) (CP that (IP would (VP finish ) ) ) ) ) ) )",-110.665336051,-110.893979346,0.795612281114,0.830316271481,0.00362513837423,455.491638613,80.,8.14390684064,2.08190263868;1.09121409884;2.;1.00413427003;1.00589124502;1.02843610651;6.96076014225
