Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP present (VP think (CP (LEX null ) (LEX null ) (LEX <WUG> ) (PP from ) ) ) ) )",-58.9436847985,-59.4984550773,0.574204152925,1.54460305732,0.0732325632864,278.633051046,94.,8.24468210427,2.00948398652;1.03845038811;1.96275142188;1.37299782071;1.04509645464;1.01918287716;5.4052073604
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP present (VP think (CP (LEX null ) (LEX null ) (LEX <WUG> ) <WUG> ) ) ) )",-90.2009366341,-91.7016557932,0.222969751748,2.26319969594,0.0467627658998,444.869651842,110.,8.04676555868,2.02110320121;1.03015982484;1.95933861337;1.52068656262;1.01655355848;1.07543537088;5.22090339799
"present think null null <WUG> with","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  with))))))))","(START (IP present (VP think (CP (LEX null ) (LEX null ) (LEX <WUG> ) (PP with ) ) ) ) )",-57.5497499783,-58.0228665269,0.62305745043,1.32052053178,0.171263551506,269.900787799,94.,8.21464835762,2.0093123681;1.04055789258;1.96080634852;1.33062427239;1.04814412634;1.00475921741;5.35029420455
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP present (VP think (CP (LEX null ) (LEX null ) (LEX <WUG> ) <WUG> ) ) ) )",-90.2009366341,-91.7016557932,0.222969751748,2.26319969594,0.0467627658998,444.869651842,110.,8.04676555868,2.02110320121;1.03015982484;1.95933861337;1.52068656262;1.01655355848;1.07543537088;5.22090339799
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP present (VP think (CP (LEX null ) (LEX null ) (LEX <WUG> ) (PP from ) ) ) ) )",-58.9436847985,-59.4984550773,0.574204152925,1.54460305732,0.0732325632864,278.633051046,94.,8.24468210427,2.00948398652;1.03845038811;1.96275142188;1.37299782071;1.04509645464;1.01918287716;5.4052073604
"present think null null picture of","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  picture) (PP  (LEX  of))))))))","(START (IP present (VP think (CP (LEX null ) (LEX null ) (LEX picture ) of ) ) ) )",-25.7165846799,-26.0768622661,0.697482687617,1.15327890763,0.0531732422488,103.952934746,86.,7.34191971115,2.04325983522;1.04408602708;1.92293905525;1.2002477357;1.00146318307;1.00287514962;4.31815405587
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP present (VP think (CP (LEX null ) (LEX null ) (LEX <WUG> ) (PP from ) ) ) ) )",-58.9436847985,-59.4984550773,0.574204152925,1.54460305732,0.0732325632864,278.633051046,94.,8.24468210427,2.00948398652;1.03845038811;1.96275142188;1.37299782071;1.04509645464;1.01918287716;5.4052073604
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP present (VP think (CP (LEX null ) (LEX null ) (LEX <WUG> ) (PP from ) ) ) ) )",-58.9436847985,-59.4984550773,0.574204152925,1.54460305732,0.0732325632864,278.633051046,94.,8.24468210427,2.00948398652;1.03845038811;1.96275142188;1.37299782071;1.04509645464;1.01918287716;5.4052073604
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP present (VP think (CP (LEX null ) (LEX null ) (LEX <WUG> ) <WUG> ) ) ) )",-90.2009366341,-91.7016557932,0.222969751748,2.26319969594,0.0467627658998,444.869651842,110.,8.04676555868,2.02110320121;1.03015982484;1.95933861337;1.52068656262;1.01655355848;1.07543537088;5.22090339799
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP present (VP think (CP (LEX null ) (LEX null ) (LEX <WUG> ) <WUG> ) ) ) )",-90.2009366341,-91.7016557932,0.222969751748,2.26319969594,0.0467627658998,444.869651842,110.,8.04676555868,2.02110320121;1.03015982484;1.95933861337;1.52068656262;1.01655355848;1.07543537088;5.22090339799
