Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP (LEX present ) think (CP (LEX null ) (LEX null ) (LEX <WUG> ) (LEX from ) ) ) )",-61.0295685075,-61.2152978191,0.830498370823,0.702162792115,0.0245042043499,237.148076689,109.,8.01821744547,2.88683571753;1.00536172171;1.99156185921;1.05962285054;1.0043371976;1.00043604571;4.17073832657
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP (LEX present ) think (CP (LEX null ) (LEX null ) (LEX <WUG> ) (LEX <WUG> ) ) ) )",-91.0063138822,-91.1396497917,0.875171064507,0.470659969146,0.019854371074,359.434224548,121.,8.00212833725,2.89060341628;1.00120651585;1.99486784884;1.00937281184;1.00053398925;1.00045950071;4.11113987111
"present think null null <WUG> with","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  with))))))))","(START (IP (LEX present ) think (CP (LEX null ) (LEX null ) (LEX <WUG> ) (LEX with ) ) ) )",-60.9211003873,-61.2152978191,0.745129364706,1.01956719275,0.0367263467302,237.760163858,109.,8.03938195987,2.88019898082;1.0134875888;1.97837225959;1.14830751879;1.01124943483;1.00039122348;4.26116352141
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP (LEX present ) think (CP (LEX null ) (LEX null ) (LEX <WUG> ) (LEX <WUG> ) ) ) )",-91.0063138822,-91.1396497917,0.875171064507,0.470659969146,0.019854371074,359.434224548,121.,8.00212833725,2.89060341628;1.00120651585;1.99486784884;1.00937281184;1.00053398925;1.00045950071;4.11113987111
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP (LEX present ) think (CP (LEX null ) (LEX null ) (LEX <WUG> ) (LEX from ) ) ) )",-61.0295685075,-61.2152978191,0.830498370823,0.702162792115,0.0245042043499,237.148076689,109.,8.01821744547,2.88683571753;1.00536172171;1.99156185921;1.05962285054;1.0043371976;1.00043604571;4.17073832657
"present think null null picture of","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  picture) (PP  (LEX  of))))))))","(START (IP (LEX present ) (LEX think ) (LEX null ) (LEX null ) (LEX picture ) of ) )",-30.11513236,-30.9399908271,0.43829702152,1.49320080253,0.0315390244067,102.029764171,90.,7.67261496182,2.89088813841;1.05539449368;1.49735132075;1.15986479068;1.01644071941;1.00080845584;3.41663262917
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP (LEX present ) think (CP (LEX null ) (LEX null ) (LEX <WUG> ) (LEX from ) ) ) )",-61.0295685075,-61.2152978191,0.830498370823,0.702162792115,0.0245042043499,237.148076689,109.,8.01821744547,2.88683571753;1.00536172171;1.99156185921;1.05962285054;1.0043371976;1.00043604571;4.17073832657
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP (LEX present ) think (CP (LEX null ) (LEX null ) (LEX <WUG> ) (LEX from ) ) ) )",-61.0295685075,-61.2152978191,0.830498370823,0.702162792115,0.0245042043499,237.148076689,109.,8.01821744547,2.88683571753;1.00536172171;1.99156185921;1.05962285054;1.0043371976;1.00043604571;4.17073832657
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP (LEX present ) think (CP (LEX null ) (LEX null ) (LEX <WUG> ) (LEX <WUG> ) ) ) )",-91.0063138822,-91.1396497917,0.875171064507,0.470659969146,0.019854371074,359.434224548,121.,8.00212833725,2.89060341628;1.00120651585;1.99486784884;1.00937281184;1.00053398925;1.00045950071;4.11113987111
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP (LEX present ) think (CP (LEX null ) (LEX null ) (LEX <WUG> ) (LEX <WUG> ) ) ) )",-91.0063138822,-91.1396497917,0.875171064507,0.470659969146,0.019854371074,359.434224548,121.,8.00212833725,2.89060341628;1.00120651585;1.99486784884;1.00937281184;1.00053398925;1.00045950071;4.11113987111
