Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"present <WUG> <WUG> present forget","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  <WUG>) (IP  (LEX  present) (VP  (LEX  forget)))))))","(START (IP (LEX present ) (LEX <WUG> ) (CP (LEX <WUG> ) (LEX present ) (VP forget ) ) ) )",-90.0506075545,-91.3496122025,0.272803193155,2.5287378085,0.0155263775399,341.716635596,123.,8.01679327325,2.95396685672;1.48858176093;1.62287464818;1.17648493971;1.00290108036;4.44834346995
"present laugh <WUG> present buy","(START  (IP  (LEX  present) (VP  (LEX  laugh) (CP  (LEX  <WUG>) (IP  (LEX  present) (VP  (LEX  buy)))))))","(START (IP (LEX present ) (LEX laugh ) (CP (LEX <WUG> ) (LEX present ) (VP buy ) ) ) )",-60.2720653546,-61.4206125207,0.317097124358,2.31519247435,0.0186596981669,232.340763457,89.,8.06535959961,2.95838492476;1.56620561018;1.56321890074;1.20495499332;1.00282574557;4.35993469916
"present <WUG> <WUG> present leave","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  <WUG>) (IP  (LEX  present) (VP  (LEX  leave)))))))","(START (IP (LEX present ) (VP (LEX <WUG> ) (LEX <WUG> ) (LEX present ) (LEX leave ) ) ) )",-92.2893368861,-93.0034000136,0.489650637194,1.68732694733,0.0111922936057,353.436406128,80.,7.65202234725,2.94311012254;1.6854603594;1.40064187444;1.00945857724;1.03013869201;4.27156866486
"present <WUG> <WUG> present <WUG>","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  <WUG>) (IP  (LEX  present) (VP  (LEX  <WUG>)))))))","(START (IP (LEX present ) (LEX <WUG> ) (CP (LEX <WUG> ) (LEX present ) (VP <WUG> ) ) ) )",-120.949393411,-122.454917547,0.22190095696,2.71384513467,0.00924635851646,478.784476243,138.,7.94755240444,2.95186743623;1.52675737427;1.5794194061;1.15025989944;1.00783301799;4.41389772546
"present sneeze <WUG> present leave","(START  (IP  (LEX  present) (VP  (LEX  sneeze) (CP  (LEX  <WUG>) (IP  (LEX  present) (VP  (LEX  leave)))))))","(START (IP (LEX present ) (VP (LEX sneeze ) (LEX <WUG> ) (LEX present ) (LEX leave ) ) ) )",-62.469127827,-63.0904495175,0.53723391121,1.47594151781,0.0144231448332,240.134611286,58.,7.71380937101,2.94472408318;1.75207203236;1.34242494113;1.01036956941;1.0283397951;4.19599585382
"present notice <WUG> present turn","(START  (IP  (LEX  present) (VP  (LEX  notice) (CP  (LEX  <WUG>) (IP  (LEX  present) (VP  (LEX  turn)))))))","(START (IP (LEX present ) (LEX notice ) (CP (LEX <WUG> ) (LEX present ) (VP turn ) ) ) )",-60.2700895062,-61.4194619556,0.316835537343,2.31639897618,0.01863744047,232.339952359,89.,8.06506959075,2.95837365535;1.56635893936;1.56303675834;1.20479447146;1.0028467932;4.35979945898
"present <WUG> <WUG> present <WUG>","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  <WUG>) (IP  (LEX  present) (VP  (LEX  <WUG>)))))))","(START (IP (LEX present ) (LEX <WUG> ) (CP (LEX <WUG> ) (LEX present ) (VP <WUG> ) ) ) )",-120.949393411,-122.454917547,0.22190095696,2.71384513467,0.00924635851646,478.784476243,138.,7.94755240444,2.95186743623;1.52675737427;1.5794194061;1.15025989944;1.00783301799;4.41389772546
"present complain <WUG> present keep","(START  (IP  (LEX  present) (VP  (LEX  complain) (CP  (LEX  <WUG>) (IP  (LEX  present) (VP  (LEX  keep)))))))","(START (IP (LEX present ) (VP (LEX complain ) (LEX <WUG> ) (LEX present ) (LEX keep ) ) ) )",-62.5260900866,-63.147411777,0.53723391121,1.47594151781,0.0142436835062,240.371868782,58.,7.71380937101,2.94472408318;1.75207203236;1.34242494113;1.01036956941;1.0283397951;4.19599585382
"present <WUG> <WUG> present <WUG>","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  <WUG>) (IP  (LEX  present) (VP  (LEX  <WUG>)))))))","(START (IP (LEX present ) (LEX <WUG> ) (CP (LEX <WUG> ) (LEX present ) (VP <WUG> ) ) ) )",-120.949393411,-122.454917547,0.22190095696,2.71384513467,0.00924635851646,478.784476243,138.,7.94755240444,2.95186743623;1.52675737427;1.5794194061;1.15025989944;1.00783301799;4.41389772546
"present <WUG> <WUG> present <WUG>","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  <WUG>) (IP  (LEX  present) (VP  (LEX  <WUG>)))))))","(START (IP (LEX present ) (LEX <WUG> ) (CP (LEX <WUG> ) (LEX present ) (VP <WUG> ) ) ) )",-120.949393411,-122.454917547,0.22190095696,2.71384513467,0.00924635851646,478.784476243,138.,7.94755240444,2.95186743623;1.52675737427;1.5794194061;1.15025989944;1.00783301799;4.41389772546
"present <WUG> <WUG> present play","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  <WUG>) (IP  (LEX  present) (VP  (LEX  play)))))))","(START (IP (LEX present ) (LEX <WUG> ) (CP (LEX <WUG> ) (LEX present ) (VP play ) ) ) )",-90.0294064052,-91.3564140456,0.265269857657,2.61101382184,0.0153591758069,341.565267874,138.,8.00142041405,2.95333573771;1.50049536359;1.60779266996;1.19409165244;1.00297718642;4.43688927427
"present <WUG> <WUG> present <WUG>","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  <WUG>) (IP  (LEX  present) (VP  (LEX  <WUG>)))))))","(START (IP (LEX present ) (LEX <WUG> ) (CP (LEX <WUG> ) (LEX present ) (VP <WUG> ) ) ) )",-120.949393411,-122.454917547,0.22190095696,2.71384513467,0.00924635851646,478.784476243,138.,7.94755240444,2.95186743623;1.52675737427;1.5794194061;1.15025989944;1.00783301799;4.41389772546
"present <WUG> <WUG> present pay","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  <WUG>) (IP  (LEX  present) (VP  (LEX  pay)))))))","(START (IP (LEX present ) (VP (LEX <WUG> ) (LEX <WUG> ) (LEX present ) (LEX pay ) ) ) )",-92.3873649774,-93.1014281049,0.489650637194,1.68732694733,0.010888806774,353.855139852,80.,7.65202234725,2.94311012254;1.6854603594;1.40064187444;1.00945857724;1.03013869201;4.27156866486
