Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"past hear <WUG> that past bake","(START  (IP  (LEX  past) (VP  (LEX  hear) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  bake))))))))","(START (IP past (VP (LEX hear ) (NP (LEX <WUG> ) (CP (LEX that ) (IP (LEX past ) (LEX bake ) ) ) ) ) ) )",-80.394287685,-80.9274981723,0.586718291071,0.885450463853,0.0115355884462,385.990604034,8.,11.0434236356,2.03122772942;2.;2.;2.;1.61782667085;1.39436923528;7.39054732313
"past <WUG> <WUG> that past catch","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  catch))))))))","(START (IP past (VP (LEX <WUG> ) (NP (LEX <WUG> ) (CP (LEX that ) (IP (LEX past ) (LEX catch ) ) ) ) ) ) )",-110.012611537,-110.848374533,0.433543562873,1.31492542419,0.00748176372396,502.150230979,14.,10.7872429573,2.03122772942;2.;2.;2.;1.46460409248;1.29141113538;7.28605692574
"past make <WUG> that should clean","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  should) (VP  (LEX  clean))))))))","(START (IP past (VP (LEX make ) (NP (LEX <WUG> ) (CP (LEX that ) (IP (LEX should ) (LEX clean ) ) ) ) ) ) )",-80.6924885294,-80.9595679968,0.765612227827,0.732060385766,0.0117992447957,387.666703174,8.,11.0471422407,2.03122772942;2.;2.;2.;1.80620573976;1.20970877153;7.20472153537
"past <WUG> <WUG> that past win","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  win))))))))","(START (IP past (VP (LEX <WUG> ) (NP (LEX <WUG> ) (CP (LEX that ) (IP (LEX past ) (LEX win ) ) ) ) ) ) )",-109.960016164,-110.848374533,0.411330451449,1.44202279444,0.00768452463092,501.690825689,16.,10.7428731647,2.03122772942;2.;2.;2.;1.66859854312;1.27648034509;7.03973272247
"past make <WUG> that would <WUG>","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  <WUG>))))))))","(START (IP past (VP (LEX make ) (NP (LEX <WUG> ) (CP (LEX that ) would (VP (LEX <WUG> ) ) ) ) ) ) )",-109.258753479,-110.152186678,0.409248307276,1.56343619343,0.00672757268747,573.574389392,20.,10.028455511,2.03122772942;2.;2.;2.;1.22292439988;1.48010670265;6.77224255381
"past <WUG> <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP past (VP (LEX <WUG> ) (NP (LEX <WUG> ) (CP (LEX that ) (IP (LEX past ) (LEX <WUG> ) ) ) ) ) ) )",-139.971707163,-140.76621306,0.451804417747,1.3929097671,0.00473364488129,719.865669855,16.,10.8166103624,2.03122772942;2.;2.;2.;1.51964027436;1.30368537241;7.26093853653
"past <WUG> <WUG> that past wrap","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  wrap))))))))","(START (IP past (VP (LEX <WUG> ) (NP (LEX <WUG> ) (CP (LEX that ) (IP (LEX past ) (LEX wrap ) ) ) ) ) ) )",-110.315164046,-110.848374533,0.586718291071,0.885450463853,0.00855436654481,505.683427362,8.,11.0434236356,2.03122772942;2.;2.;2.;1.61782667085;1.39436923528;7.39054732313
"past make <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP past (VP (LEX make ) (NP (LEX <WUG> ) (CP (LEX that ) (IP (LEX past ) (LEX <WUG> ) ) ) ) ) ) )",-110.053433732,-110.847939629,0.451804417747,1.3929097671,0.00770562581154,600.192576129,16.,10.8166103624,2.03122772942;2.;2.;2.;1.51964027436;1.30368537241;7.26093853653
"past make <WUG> that present play","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  present) (VP  (LEX  play))))))))","(START (IP past (VP (LEX make ) (NP (LEX <WUG> ) (CP (LEX that ) (IP (LEX present ) (LEX play ) ) ) ) ) ) )",-79.0626586481,-79.810900873,0.473197597049,1.34653323967,0.016323043728,374.089635193,18.,10.585792824,2.03122772942;2.;2.;2.;1.86003737924;1.05226736974;6.6901884146
"past <WUG> <WUG> that would finish","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  finish))))))))","(START (IP past (VP (LEX <WUG> ) (NP (LEX <WUG> ) (CP (LEX that ) would (VP (LEX finish ) ) ) ) ) ) )",-109.62906824,-110.137099867,0.601678741675,1.03422691365,0.00798358094191,495.494123878,10.,10.4160776253,2.03122772942;2.;2.;2.;1.30006827127;1.70585508012;7.08292538464
"past hear <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  hear) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP past (VP (LEX hear ) (NP (LEX <WUG> ) (CP (LEX that ) (IP (LEX past ) (LEX <WUG> ) ) ) ) ) ) )",-110.053578997,-110.848084894,0.451804417747,1.3929097671,0.00770519411778,600.193157189,16.,10.8166103624,2.03122772942;2.;2.;2.;1.51964027436;1.30368537241;7.26093853653
"past <WUG> <WUG> that could <WUG>","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  could) (VP  (LEX  <WUG>))))))))","(START (IP past (VP (LEX <WUG> ) (NP (LEX <WUG> ) (CP (LEX that ) (IP (LEX could ) (LEX <WUG> ) ) ) ) ) ) )",-140.360812708,-140.810378447,0.637905108552,1.23004159814,0.00531280669011,718.229331401,16.,10.8877585955,2.03122772942;2.;2.;2.;1.73368292253;1.17641989062;7.11606540114
