Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"past feel that past want","(START  (IP  (LEX  past) (VP  (LEX  feel) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  want)))))))","(START (IP past (VP (LEX feel ) that (IP past (VP (LEX want ) ) ) ) ) )",-23.6228632992,-24.4412522953,0.441141763488,1.54730615223,0.0180032730632,88.5132941398,99.,6.56136130943,2.08789386761;1.94388411357;1.00125214383;1.02063189042;1.50334899156;5.41399735316
"past feel that past like","(START  (IP  (LEX  past) (VP  (LEX  feel) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  like)))))))","(START (IP past (VP (LEX feel ) that (IP past (VP (LEX like ) ) ) ) ) )",-24.5382232628,-25.6618835287,0.325087706802,1.8433590796,0.00657641913524,93.0239592479,111.,6.42983196289,2.08842670141;1.94333271572;1.00126296631;1.09683162037;1.37092967143;5.21526648144
"past feel that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  feel) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>)))))))","(START (IP past (VP (LEX feel ) that (IP past (VP <WUG> ) ) ) ) )",-54.6015116742,-55.4781781539,0.416167906089,1.64503601774,0.00273756220511,249.474701208,117.,6.35703666007,2.08871731835;1.94303197362;1.00127022671;1.02932622909;1.29372388285;5.21434544099
"past feel that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  feel) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>)))))))","(START (IP past (VP (LEX feel ) that (IP past (VP <WUG> ) ) ) ) )",-54.6015116742,-55.4781781539,0.416167906089,1.64503601774,0.00273756220511,249.474701208,117.,6.35703666007,2.08871731835;1.94303197362;1.00127022671;1.02932622909;1.29372388285;5.21434544099
"past feel that past need","(START  (IP  (LEX  past) (VP  (LEX  feel) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  need)))))))","(START (IP past (VP (LEX feel ) that (IP past (VP (LEX need ) ) ) ) ) )",-24.3850640284,-25.3689584435,0.373852324011,1.712948858,0.00808150018843,92.4046206166,114.,6.48619050444,2.08823027137;1.94353598942;1.00135638254;1.0362169543;1.42657078939;5.32823141917
"past feel that past love","(START  (IP  (LEX  past) (VP  (LEX  feel) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  love)))))))","(START (IP past (VP (LEX feel ) that (IP past (VP love ) ) ) ) )",-25.2227440705,-25.7944387079,0.564567889724,1.45698169283,0.00388284659621,95.8007110709,99.,6.26633955795,2.0891119803;1.94262356156;1.00127715193;1.02847393187;1.20048144799;5.13169124036
"past say that past buy","(START  (IP  (LEX  past) (VP  (LEX  say) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  buy)))))))","(START (IP past (VP (LEX say ) that (IP past (VP buy ) ) ) ) )",-21.012530474,-22.150024594,0.320621454912,2.16361679555,0.0156666233941,74.4165608128,177.,5.60819095889,2.05179081312;1.1831418483;1.01209090934;1.02182799794;1.07670295955;4.54702887984
"past say that past write","(START  (IP  (LEX  past) (VP  (LEX  say) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  write)))))))","(START (IP past (VP (LEX say ) that (IP past (VP write ) ) ) ) )",-20.8983263655,-22.0101154326,0.32896988506,2.12363010055,0.0161531631619,73.8352339049,177.,5.60369827415,2.05192786943;1.18424314784;1.01218152562;1.02214381385;1.06857842992;4.5424636257
"past say that past sell","(START  (IP  (LEX  past) (VP  (LEX  say) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  sell)))))))","(START (IP past (VP (LEX say ) that (IP past (VP sell ) ) ) ) )",-21.7574546577,-23.2123367477,0.233427885752,2.44232123341,0.0132866017342,78.3749253657,177.,5.65511393853,2.05035935501;1.17163953757;1.01114448508;1.01852951949;1.16155804298;4.5947097966
"past say that past take","(START  (IP  (LEX  past) (VP  (LEX  say) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  take)))))))","(START (IP past (VP (LEX say ) that (IP past (VP take ) ) ) ) )",-20.4488015144,-21.636846449,0.304816618321,2.23191576669,0.0172926132535,71.9602948805,177.,5.61669628827,2.05153134489;1.18105692227;1.01191935906;1.02123011081;1.09208391873;4.55567159404
