Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"past hear <WUG> that past bake","(START  (IP  (LEX  past) (VP  (LEX  hear) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  bake))))))))","(START (IP (LEX past ) (LEX hear ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX bake ) ) )",-69.5881747597,-69.723531511,0.873404268025,0.427231948633,0.019229510693,210.527986966,15.,8.01563465402,2.88902381567;1.12659573197;1.00000577181;1.00000577181;1.00000261068;1.00000095208;3.12661239758
"past <WUG> <WUG> that past catch","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  catch))))))))","(START (IP (LEX past ) (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX catch ) ) )",-99.508763429,-99.6441490927,0.873379016156,0.427602062465,0.016250388425,304.081685774,39.,8.01568388058,2.88900167941;1.1266065289;1.00003468365;1.00003468365;1.0000046726;1.00000163236;3.12670072572
"past make <WUG> that should clean","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  should) (VP  (LEX  clean))))))))","(START (IP (LEX past ) (LEX make ) (LEX <WUG> ) (LEX that ) (LEX should ) (LEX clean ) ) )",-70.1862851688,-70.3216493052,0.87339781777,0.427325615937,0.0167708309687,212.399040472,19.,8.0156503322,2.88901816125;1.12660218223;1.00001315696;1.00001315696;1.00000267762;1.00000099718;3.12663314557
"past <WUG> <WUG> that past win","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  win))))))))","(START (IP (LEX past ) (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX win ) ) )",-99.508765424,-99.6441490927,0.873380758564,0.427579051325,0.0162503972099,304.081408723,39.,8.01568049132,2.88900320683;1.12660561792;1.0000326887;1.0000326887;1.0000046568;1.00000163236;3.12669486523
"past make <WUG> that would <WUG>","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  <WUG>))))))))","(START (IP (LEX past ) (LEX make ) (LEX <WUG> ) (LEX that ) (LEX would ) (LEX <WUG> ) ) )",-100.078992583,-100.214358773,0.873396023678,0.427356129017,0.0138762995775,305.863109044,23.,8.01565465095,2.88901658852;1.12660397632;1.00001521108;1.00001521108;1.00000297125;1.00000099303;3.12664158843
"past <WUG> <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP (LEX past ) (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX <WUG> ) ) )",-129.424981247,-129.560355669,0.873388834551,0.427471857901,0.0132846283017,397.618156403,43.,8.01566477816,2.88901028639;1.12660139556;1.00002344219;1.00002344219;1.00000509439;1.00000163238;3.12666766906
"past <WUG> <WUG> that past wrap","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  wrap))))))))","(START (IP (LEX past ) (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX wrap ) ) )",-99.5084346939,-99.6437955695,0.873400665776,0.427292383777,0.0162515824946,304.077095324,27.,8.01564176864,2.88902065787;1.12659520985;1.00000989617;1.00000989617;1.00000447619;1.0000016324;3.12662790854
"past make <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP (LEX past ) (LEX make ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX <WUG> ) ) )",-99.5031423096,-99.6385069616,0.873397367547,0.427335519057,0.0162673025111,304.062244875,23.,8.01565136689,2.88901776658;1.12660263245;1.00001367244;1.00001367244;1.00000297126;1.00000095207;3.12663558764
"past make <WUG> that present play","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  present) (VP  (LEX  play))))))))","(START (IP (LEX past ) (LEX make ) (LEX <WUG> ) (LEX that ) (LEX present ) (LEX play ) ) )",-70.1393394024,-70.2763528581,0.871958493232,0.440912395093,0.0169021769672,212.449163869,27.,8.01756098316,2.88775642247;1.12804150677;1.00166109513;1.00166109513;1.00000314589;1.00001312231;3.13139723161
"past <WUG> <WUG> that would finish","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  finish))))))))","(START (IP (LEX past ) (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX would ) (LEX finish ) ) )",-100.083906865,-100.219293806,0.873377900593,0.427622763388,0.013861483389,305.880181893,39.,8.01568609643,2.88900070148;1.12660711215;1.0000359609;1.0000359609;1.00000465841;1.00000170258;3.12670741791
