Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"past hear that past buy","(START  (IP  (LEX  past) (VP  (LEX  hear) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  buy)))))))","(START (IP past (VP (LEX hear ) that (IP past (VP buy ) ) ) ) )",-27.017003526,-27.2597192324,0.784494508782,0.831796873112,0.0246617075877,100.146571479,84.,6.22997272973,2.10965256424;1.98978708206;1.00051095618;1.10028267991;1.00135415149;5.01118191976
"past hear that past write","(START  (IP  (LEX  past) (VP  (LEX  hear) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  write)))))))","(START (IP past (VP (LEX hear ) that (IP past (VP (LEX write ) ) ) ) ) )",-29.7612645104,-30.5185466799,0.468939193886,1.61110855889,0.0319409104427,115.669285815,57.,6.86385965019,2.10970703062;1.98972653252;1.002481152;1.09039002229;1.59640245624;5.55712313523
"past hear that past sell","(START  (IP  (LEX  past) (VP  (LEX  hear) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  sell)))))))","(START (IP past (VP (LEX hear ) that (IP past (VP sell ) ) ) ) )",-28.8879515898,-29.1432498475,0.774685407622,0.902468849075,0.0214228547508,109.588133265,84.,6.23789867549,2.10965324527;1.98978632496;1.00053559096;1.10015898487;1.00879447;5.01800821689
"past hear that past take","(START  (IP  (LEX  past) (VP  (LEX  hear) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  take)))))))","(START (IP past (VP (LEX hear ) that (IP past (VP take ) ) ) ) )",-28.2637219272,-28.971153086,0.492908776898,1.77193799421,0.0272609904311,107.131325774,84.,6.46557970921,2.10967280864;1.98976457663;1.00124325065;1.09660571624;1.22252535601;5.21410070007
"past hear that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  hear) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>)))))))","(START (IP past (VP (LEX hear ) that (IP past (VP <WUG> ) ) ) ) )",-57.2706822806,-57.6248473124,0.701759145243,1.23692295471,0.0269935543827,250.044026198,100.,6.24423436138,2.10964120744;1.98979970725;1.00058690723;1.16225852538;1.02159431737;4.95674217249
"past hear that past break","(START  (IP  (LEX  past) (VP  (LEX  hear) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  break)))))))","(START (IP past (VP (LEX hear ) that (IP past (VP break ) ) ) ) )",-27.9347685241,-28.1809120427,0.781810012652,0.853486640992,0.0223409086445,104.764249094,84.,6.23214185516,2.10965275062;1.98978687486;1.00051769808;1.10024882779;1.00339037335;5.01305009993
"past <WUG> that past buy","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  buy)))))))","(START (IP past (VP (LEX <WUG> ) that (IP past (VP buy ) ) ) ) )",-55.3610652776,-55.728380173,0.692591516793,1.26040873296,0.0257949748751,209.858250801,156.,6.22701443522,2.12761622175;1.87383420635;1.00304751387;1.10014100774;1.00135399769;5.09778542961
"past <WUG> that past write","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  write)))))))","(START (IP past (VP (LEX <WUG> ) that (IP past (VP (LEX write ) ) ) ) ) )",-58.0566244144,-58.9872076205,0.394323671325,2.15554370641,0.0360716466721,223.604186277,106.,6.81978517988,2.12685315806;1.8322456408;1.0140949798;1.08597171215;1.56798798951;5.56935634929
"past <WUG> that past sell","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  sell)))))))","(START (IP past (VP (LEX <WUG> ) that (IP past (VP sell ) ) ) ) )",-57.2313895095,-57.6119107881,0.68350501974,1.3354461948,0.0225980900702,219.439499557,156.,6.23479132751,2.12760621069;1.8732885826;1.00319245178;1.09995511279;1.00878798724;5.10397223332
"past <WUG> that past take","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  take)))))))","(START (IP past (VP (LEX <WUG> ) that (IP past (VP take ) ) ) ) )",-56.5894037877,-57.4398140266,0.427239625695,2.2592825355,0.0297188454137,216.244242341,156.,6.45412209431,2.12732386993;1.85790042107;1.00728011838;1.09471233977;1.21844790896;5.27845792168
