Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"past hear that past bake","(START  (IP  (LEX  past) (VP  (LEX  hear) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  bake)))))))","(START (IP past (VP (LEX hear ) (LEX that ) (IP (LEX past ) (LEX bake ) ) ) ) )",-30.5525855942,-31.2326061503,0.506606578372,1.31950063544,0.0130530146961,118.197178528,29.,7.81187163078,2.17700010772;1.9597120358;1.04517095235;1.61932838896;1.01066014595;5.01339981882
"past <WUG> that past catch","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  catch)))))))","(START (IP past (VP (LEX <WUG> ) (LEX that ) (IP (LEX past ) (LEX catch ) ) ) ) )",-60.2189574771,-61.1450916452,0.396081940709,1.99454970599,0.0098085257507,230.38348101,75.,7.67497602433,2.22976219648;1.88915297583;1.07775943877;1.52380926074;1.00862842493;4.9426556289
"past <WUG> that should clean","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  should) (VP  (LEX  clean)))))))","(START (IP past (VP (LEX <WUG> ) (LEX that ) (IP (LEX should ) (LEX clean ) ) ) ) )",-61.3708588461,-61.6883759584,0.727954223658,1.07913278886,0.0101366952006,236.236208979,42.,8.06777542064,2.23806631613;1.87617479487;1.07832682885;1.92392310371;1.02502760967;4.93750193135
"past <WUG> that past win","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  win)))))))","(START (IP past (VP (LEX <WUG> ) (LEX that ) (IP (LEX past ) (LEX win ) ) ) ) )",-60.2200369857,-61.1450916452,0.396509745424,1.9932433635,0.00981062132326,230.390972771,75.,7.67538683113,2.22973604236;1.88917895597;1.0777642744;1.52423299755;1.00863774442;4.94273809062
"past <WUG> that would <WUG>","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  <WUG>)))))))","(START (IP past (VP (LEX <WUG> ) (LEX that ) (IP (LEX would ) (LEX <WUG> ) ) ) ) )",-90.8559740014,-91.5991995134,0.475577458081,1.88810223342,0.00640138821776,379.917320697,75.,7.78082109267,2.23527711591;1.88195874266;1.07750275239;1.67779666721;1.01630383802;4.88617244181
"past <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>)))))))","(START (IP past (VP (LEX <WUG> ) (LEX that ) (IP (LEX past ) (LEX <WUG> ) ) ) ) )",-90.0910525811,-91.0545019928,0.381574406061,2.10806367018,0.00721630201344,376.95108495,83.,7.65630977336,2.22856434434;1.89068767952;1.07782759599;1.54382279127;1.00831238635;4.90597891533
"past <WUG> that past wrap","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  wrap)))))))","(START (IP past (VP (LEX <WUG> ) (LEX that ) (IP (LEX past ) (LEX wrap ) ) ) ) )",-60.3937024228,-61.1449296257,0.471787218687,1.58901032766,0.0104171438538,231.487260935,50.,7.74767331231,2.22513390562;1.89375047905;1.07861516247;1.59879467309;1.01027762233;4.95724823979
"past <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>)))))))","(START (IP past (VP (LEX <WUG> ) (LEX that ) (IP (LEX past ) (LEX <WUG> ) ) ) ) )",-90.0910525811,-91.0545019928,0.381574406061,2.10806367018,0.00721630201344,376.95108495,83.,7.65630977336,2.22856434434;1.89068767952;1.07782759599;1.54382279127;1.00831238635;4.90597891533
"past <WUG> that present play","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  present) (VP  (LEX  play)))))))","(START (IP past (VP (LEX <WUG> ) (LEX that ) present (VP play ) ) ) )",-58.9990129259,-60.1888466766,0.304271844828,2.24937539169,0.0119608980299,221.932486382,91.,7.12022397378,2.21531579999;1.90911905707;1.05557023575;1.33486566606;1.00851147805;4.56763781593
"past <WUG> that would finish","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  finish)))))))","(START (IP past (VP (LEX <WUG> ) (LEX that ) (IP (LEX would ) (LEX finish ) ) ) ) )",-60.9801438107,-61.6893030128,0.492057744674,1.75076301894,0.00875437627397,233.898586854,67.,7.80306027588,2.23700271476;1.87979256627;1.07738469961;1.65160313256;1.01686881838;4.93141300779
