"log_prob","rule"
-10.2998199993,"CP  _null LEX LEX"
-8.51779770533,"CP  _UNK _UNK LEX NP"
-6.25087020931,"CP  _null _'ll VP"
-6.87714939992,"CP  LEX _'d VP"
-10.2998199993,"CP  _that LEX VP"
-10.2998199993,"CP  LEX LEX _bring"
-10.2998199993,"CP  _null LEX VP"
-7.53819229289,"CP  _null _have IP"
-6.57356634794,"CP  _UNK _'ll _UNK"
-6.81465203488,"CP  _UNK _UNK _allow IP"
-5.66701202413,"CP  _UNK _might VP"
-10.2998199993,"CP  LEX _would LEX IP"
-10.2998199993,"CP  _null _UNK _UNK PP"
-6.87714939992,"CP  LEX _could LEX"
-8.36392662847,"CP  _null _could LEX VP"
-6.02089545053,"CP  _null LEX _color"
-0.524278139576,"CP  _UNK IP"
-6.37945975242,"CP  _UNK LEX _make PP"
-6.84541255675,"CP  LEX _present _cook"
-14.7541672955,"CP  LEX"
-4.01622833174,"CP  _UNK LEX _say"
-1.30794807745,"CP  _null IP"
-7.36645805646,"CP  _UNK _would LEX"
-10.2998199993,"CP  LEX LEX _start VP"
-10.2998199993,"CP  _null _past VP"
-6.46111815577,"CP  _UNK LEX _UNK LEX _touch"
-10.2998199993,"CP  LEX LEX LEX LEX"
-7.47761089282,"CP  LEX _'d _UNK"
-10.2998199993,"CP  _UNK _'ll VP"
-10.2998199993,"CP  LEX LEX _start _do"
-6.62234251053,"CP  _until IP"
-8.51779770533,"CP  _null LEX _UNK _UNK PP"
-5.71627736056,"CP  _UNK LEX _need"
-10.2998199993,"CP  LEX LEX _be"
-10.2998199993,"CP  LEX LEX LEX LEX PP"
-8.00775516696,"CP  LEX _present LEX _study PP"
-7.82562947737,"CP  LEX _could _UNK VP"
-6.52705906119,"CP  _UNK LEX _color"
-7.2664335341,"CP  _null LEX"
-5.32782884041,"CP  _UNK _UNK _be LEX"
-7.36645805646,"CP  _UNK _win"
-6.55004236296,"CP  _null LEX IP"
-3.2788813944,"CP  _null"
-6.13694779005,"CP  _UNK LEX _cry"
-6.46111815577,"CP  _UNK _should LEX"
-7.47761089282,"CP  _that _UNK _like"
-6.78480955352,"CP  _null _could VP"
-6.87714939992,"CP  _null LEX _cry"
-6.78480955352,"CP  _that IP"
-7.74385542823,"CP  _UNK _UNK VP"
-7.21993896926,"CP  LEX _present VP"
-10.2998199993,"CP  _UNK LEX _UNK IP"
-6.21697541761,"CP  _null VP"
-7.0152435381,"CP  _null _past _saw"
-4.28803996052,"CP  LEX LEX _be _for"
-6.67362032971,"CP  LEX LEX _sit PP"
-6.21677939684,"CP  _that _present VP"
-8.36392662847,"CP  LEX _have IP"
-10.2882591769,"CP  LEX IP"
-9.60667281872,"CP  _UNK _could VP"
-8.36392662847,"CP  _UNK _might LEX LEX"
-6.16819458873,"CP  _null _might VP"
-10.2998199993,"CP  LEX LEX _win"
-6.97889144905,"CP  LEX LEX LEX _non-finite"
-8.36392662847,"CP  _null _could LEX"
-5.05918101758,"CP  LEX LEX _stick"
-10.2882591769,"CP  LEX VP"
-10.2998199993,"CP  LEX _UNK _like IP"
-6.62234251053,"CP  _null LEX _UNK PP"
-5.0644300493,"CP  _null LEX _UNK _for"
-7.21993896926,"CP  _null _UNK _think"
-7.2664335341,"CP  _null _should LEX"
-7.66941646282,"IP  _shall LEX"
-1.71832241747,"IP  LEX _be"
-8.84537620859,"IP  LEX _be VP"
-6.89179262115,"IP  _UNK _go _non-finite VP"
-14.5954845162,"IP  _'d _UNK"
-9.33525369138,"IP  _UNK _love"
-7.66745951977,"IP  LEX _name"
-14.5954845162,"IP  _non-finite _wear"
-7.36089589844,"IP  LEX _spell"
-10.8137108174,"IP  _may LEX IP"
-8.3460480529,"IP  _would LEX _UNK VP"
-14.5954845162,"IP  LEX _put"
-1.11827278895,"IP  LEX _UNK"
-10.0440537588,"IP  LEX _complain"
-8.32885104572,"IP  LEX _suppose IP"
-9.953542006,"IP  LEX _UNK _non-finite _sing"
-7.94379780565,"IP  LEX _sit PP"
-14.5954845162,"IP  LEX _push"
-14.5954845162,"IP  _UNK LEX _like"
-8.63437099861,"IP  LEX _pour"
-8.2263406269,"IP  LEX _lose"
-12.9880238659,"IP  _can _let LEX VP"
-7.04782006075,"IP  _non-finite _UNK PP"
-8.41793492694,"IP  LEX _smell"
-13.9023373356,"IP  _could LEX"
-2.07655153119,"IP  LEX"
-10.2158991305,"IP  LEX LEX _UNK LEX"
-14.5954845162,"IP  _present LEX _study PP"
-11.8897415013,"IP  _UNK _promise CP"
-14.5954845162,"IP  _non-finite _fee"
-11.071523382,"IP  _past LEX LEX"
-14.5954845162,"IP  _UNK _UNK PP"
-10.7267041281,"IP  _UNK LEX _that LEX VP"
-9.37758750061,"IP  LEX _do PP"
-10.1552763287,"IP  LEX LEX LEX _read"
-14.5954845162,"IP  _UNK _think"
-14.5954845162,"IP  _UNK _write"
-14.5954845162,"IP  _UNK _UNK"
-12.651693012,"IP  LEX LEX VP"
-7.17617943126,"IP  _will VP"
-6.52611201013,"IP  _can VP"
-12.8057847799,"IP  _UNK _like _non-finite VP"
-8.0440197753,"IP  _UNK _have _UNK VP"
-9.98281168138,"IP  _UNK _be IP"
-10.6089268219,"IP  LEX LEX _non-finite _fee"
-7.49710071518,"IP  _'d VP"
-10.9603054096,"IP  _present LEX _go IP"
-14.5954845162,"IP  _non-finite _peel"
-14.5954845162,"IP  LEX LEX LEX"
-11.042537925,"IP  LEX LEX _in VP"
-12.8053724938,"IP  LEX _UNK IP"
-9.94397278165,"IP  _UNK LEX _put"
-10.646665387,"IP  _present LEX LEX"
-14.5954845162,"IP  _non-finite _sing"
-14.5954845162,"IP  _non-finite _UNK"
-10.537471019,"IP  LEX _go LEX NP"
-11.7074474431,"IP  _will _have LEX VP"
-6.69214548029,"IP  LEX _UNK VP"
-11.2656637974,"IP  _UNK _allow IP"
-13.9023373356,"IP  _should LEX"
-7.86453418663,"IP  _non-finite LEX"
-20.5993715833,"IP  LEX IP"
-2.8472906276,"IP  _present VP"
-11.2656637974,"IP  _UNK _let _UNK VP"
-8.95250106125,"IP  LEX _be NP"
-6.28975703199,"IP  _would VP"
-8.97393026326,"IP  LEX _UNK _call"
-14.5954845162,"IP  _UNK _hammer"
-12.5182058056,"IP  _UNK _look CP"
-8.4220739972,"IP  LEX _color"
-12.2951241182,"IP  _might _like _UNK"
-14.5954845162,"IP  LEX _write PP"
-7.63950595913,"IP  _UNK _go LEX"
-7.94638163374,"IP  LEX _fall"
-10.086934009,"IP  LEX LEX"
-7.92972216658,"IP  LEX _stay"
-11.5533164056,"IP  _non-finite _drink LEX"
-10.3494261032,"IP  LEX _put _UNK NP"
-11.0143690123,"IP  _non-finite _hook"
-13.9035726662,"IP  _UNK _touch"
