"log_prob","rule"
-2.17627566437,"CP  _UNK _UNK _UNK LEX"
-0.197112841521,"CP  _UNK LEX VP"
-10.2332754105,"CP  _UNK LEX"
-9.54012822992,"CP  LEX _UNK"
-2.76964760457,"CP  _UNK IP"
-13.4913719485,"CP  LEX"
-8.87625143166,"CP  _null IP"
-6.12872667808,"CP  LEX LEX VP"
-10.2332754105,"CP  _UNK"
-9.54012822992,"CP  LEX LEX LEX"
-10.2332754105,"CP  _UNK _UNK VP"
-10.2332754105,"CP  LEX _present VP"
-9.52108003495,"CP  LEX IP"
-10.2332754105,"CP  LEX _UNK LEX PP"
-13.4913719485,"CP  LEX VP"
-10.2332754105,"CP  _UNK LEX _UNK _study PP"
-10.1069256847,"IP  _UNK LEX VP"
-11.6394825528,"IP  LEX _enjoy"
-3.92620314177,"IP  LEX _be"
-10.1416079284,"IP  LEX _want IP"
-10.1299130191,"IP  LEX _play PP"
-9.19982343668,"IP  LEX _UNK _UNK LEX PP"
-9.44846074783,"IP  _UNK LEX"
-7.10166993019,"IP  LEX _eat"
-10.030305544,"IP  LEX _UNK LEX"
-14.57612591,"IP  LEX _UNK _study PP"
-12.3862139795,"IP  LEX _UNK _UNK VP"
-10.9732151576,"IP  _UNK _think CP"
-4.84686245944,"IP  LEX"
-14.57612591,"IP  _UNK _build PP"
-7.0016095043,"IP  _UNK LEX LEX IP"
-11.9447089349,"IP  _UNK _UNK LEX _UNK"
-10.6721681281,"IP  _non-finite LEX LEX"
-12.3862139795,"IP  LEX _need _UNK"
-12.2801197881,"IP  _past VP"
-9.9303173529,"IP  _UNK _try"
-8.30569544467,"IP  _UNK VP"
-10.9732151576,"IP  _UNK _color"
-10.062478005,"IP  LEX _forget"
-14.57612591,"IP  _non-finite _use"
-19.3801469547,"IP  LEX CP"
-11.4925629231,"IP  _non-finite"
-12.6372663189,"IP  LEX LEX VP"
-2.12710094637,"IP  _UNK"
-12.5028508832,"IP  _UNK LEX LEX LEX"
-12.1857101036,"IP  LEX _UNK LEX LEX LEX"
-9.0588705444,"IP  _UNK _UNK CP"
-10.8952703648,"IP  _UNK LEX LEX"
-8.30394509377,"IP  LEX _give"
-14.57612591,"IP  LEX LEX _hear PP"
-3.08350344175,"IP  _UNK LEX _UNK"
-6.62892842143,"IP  LEX _UNK _UNK PP"
-9.03136479192,"IP  _UNK _ask"
-14.57612591,"IP  _UNK _UNK _UNK VP"
-14.57612591,"IP  LEX _set"
-6.77439926454,"IP  _UNK LEX PP"
-14.57612591,"IP  LEX LEX LEX"
-14.57612591,"IP  _non-finite LEX PP"
-7.18740273941,"IP  LEX _want"
-12.7912204772,"IP  _UNK _be PP"
-7.70396383319,"IP  LEX _UNK IP"
-13.1959980638,"IP  _would LEX PP"
-4.32508372991,"IP  LEX _UNK CP"
-11.9447089349,"IP  _UNK LEX IP"
-14.57612591,"IP  _non-finite VP"
-14.57612591,"IP  LEX LEX _UNK"
-9.25159769172,"IP  LEX _draw"
-12.1857101036,"IP  LEX _scoot"
-7.63929738353,"IP  LEX _UNK _non-finite LEX"
-10.523770918,"IP  _UNK LEX LEX LEX LEX"
-8.81283805101,"IP  LEX _UNK VP"
-12.6372663189,"IP  _might VP"
-14.57612591,"IP  _'ll VP"
-10.202226474,"IP  _should LEX"
-11.8112512913,"IP  LEX _bury"
-7.69780788327,"IP  LEX _UNK PP"
-13.1898315489,"IP  _non-finite LEX"
-11.8107351623,"IP  LEX IP"
-9.80516346916,"IP  LEX _move"
-19.3801469547,"IP  LEX NP"
-14.57612591,"IP  _present VP"
-12.5038823428,"IP  LEX _kiss"
-5.9204674112,"IP  LEX LEX IP"
-8.77909698316,"IP  LEX LEX PP"
-9.45440879326,"IP  _would VP"
-8.13229441935,"IP  LEX _UNK LEX LEX _UNK"
-14.57612591,"IP  _UNK _UNK LEX"
-19.3801469547,"IP  LEX PP"
-0.244769566782,"IP  LEX VP"
-12.6372663189,"IP  _UNK _look PP"
-9.83069497519,"IP  LEX _fall"
-13.1959980638,"IP  _UNK _UNK LEX LEX"
-13.1898315489,"IP  LEX LEX"
-11.028772248,"IP  LEX _tear"
-14.57612591,"IP  _UNK LEX LEX VP"
-12.2934411135,"LEX  _under"
-11.4631384611,"LEX  _study"
-10.1500294033,"LEX  _cry"
-11.9911946441,"LEX  _sit"
-11.3425202721,"LEX  _'ll"
-10.2904866385,"LEX  _catch"
-15.1245466976,"LEX  _bear"
-11.630210837,"LEX  _shut"
-15.1245466976,"LEX  _in"
-9.35222783142,"LEX  _show"
-15.1245466976,"LEX  _brush"
-12.7286872561,"LEX  _light"
-15.1245466976,"LEX  _give"
-11.3890633387,"LEX  _run"
-11.6926183333,"LEX  _eat"
-15.1245466976,"LEX  _plan"
-11.630210837,"LEX  _fit"
-12.4185866734,"LEX  _swing"
-13.739931598,"LEX  _must"
-14.0270536032,"LEX  _finish"
-12.6416928618,"LEX  _choose"
-14.0274269465,"LEX  _part"
-14.4325187113,"LEX  _plug"
-10.1851279023,"LEX  _miss"
-12.7286872561,"LEX  _pretend"
-10.744731679,"LEX  _smell"
-9.83850798551,"LEX  _read"
-12.6416928618,"LEX  _as"
-15.1245466976,"LEX  _point"
-11.4131595883,"LEX  _wash"
