"log_prob","rule"
-8.70060906448,"CP  _null LEX LEX LEX"
-7.49901196126,"CP  LEX _UNK LEX _non-finite _make"
-9.79246457069,"CP  _UNK LEX VP"
-9.10438069208,"CP  LEX LEX _UNK _UNK"
-6.62413803209,"CP  LEX _UNK _UNK _do"
-7.23688296323,"CP  _null _would _bring"
-6.80637459463,"CP  LEX LEX _like _UNK VP"
-4.88973699171,"CP  LEX _might VP"
-6.3683006279,"CP  _null _might LEX"
-7.02939066809,"CP  LEX _UNK _like LEX"
-6.16476229001,"CP  LEX _must _have"
-7.60425922022,"CP  LEX _would LEX IP"
-9.79246457069,"CP  LEX _UNK _be _for"
-7.40379445556,"CP  _UNK _would _UNK _non-finite VP"
-6.24697737796,"CP  LEX LEX _need"
-5.47174934665,"CP  LEX _'ll VP"
-7.02939066809,"CP  LEX _could _UNK _UNK"
-7.49901196126,"CP  LEX LEX _non-finite VP"
-9.79246457069,"CP  _UNK _UNK _sit PP"
-6.47004806688,"CP  LEX _could LEX _do"
-6.27595634251,"CP  LEX _could VP"
-5.39577326261,"CP  LEX _present _stick"
-9.79246457069,"CP  _like IP"
-9.79246457069,"CP  _UNK _present LEX PP"
-5.12039123725,"CP  LEX _present LEX PP"
-0.777511345865,"CP  _UNK IP"
-8.00915823717,"CP  LEX _UNK _UNK _study _UNK"
-14.3875844208,"CP  LEX"
-0.943672469904,"CP  _null IP"
-4.28914705134,"CP  LEX _UNK _be PP"
-7.31686031356,"CP  _until _present VP"
-9.10438069208,"CP  _UNK LEX _UNK NP"
-3.3302548764,"CP  _UNK LEX _UNK PP"
-6.54412801645,"CP  _null _will LEX"
-7.72190070304,"CP  _UNK LEX _look PP"
-5.89038987591,"CP  _until IP"
-7.40379445556,"CP  LEX _present _do NP"
-6.3683006279,"CP  LEX _must _UNK"
-6.75760871379,"CP  _UNK LEX _like _non-finite LEX"
-6.30580021389,"CP  LEX _should _color"
-6.47004806688,"CP  _UNK _would _UNK"
-6.27595634251,"CP  LEX _UNK LEX _of"
-6.40107948227,"CP  _UNK LEX _color"
-9.79246457069,"CP  _null _UNK _sit PP"
-6.40107948227,"CP  LEX LEX _like _non-finite"
-9.79246457069,"CP  LEX LEX LEX"
-5.33659154208,"CP  LEX _would LEX"
-6.01819542417,"CP  LEX LEX _saw"
-7.40379445556,"CP  LEX _UNK _do NP"
-8.40617020957,"CP  _UNK _present VP"
-9.79246457069,"CP  LEX _UNK _UNK _UNK VP"
-7.23688296323,"CP  _null LEX _stick"
-5.65932025933,"CP  LEX _could _UNK"
-7.02939066809,"CP  _null _'ll _need"
-6.75760871379,"CP  _UNK LEX _stick"
-4.98208853407,"CP  _that IP"
-9.09931739013,"CP  _UNK _UNK VP"
-9.10438069208,"CP  LEX _past VP"
-6.58333303729,"CP  _that _present VP"
-6.11348241853,"CP  LEX _'ll LEX"
-9.78241423483,"CP  LEX IP"
-9.79246457069,"CP  LEX _present _be"
-6.47004806688,"CP  LEX _win"
-7.23688296323,"CP  _UNK _UNK _allow LEX _touch"
-6.47004806688,"CP  _UNK _'d _find"
-8.41377480895,"CP  _UNK _UNK _do NP"
-6.33656221263,"CP  _UNK _will LEX"
-8.69385228202,"CP  LEX VP"
-6.4346176299,"CP  LEX _present"
-9.09931739013,"CP  _null _UNK VP"
-9.10438069208,"CP  _UNK LEX _UNK _do"
-4.46502980557,"CP  _null _present LEX PP"
-8.41377480895,"CP  _UNK _present _make PP"
-10.7448890644,"IP  LEX _tell _UNK IP"
-14.5925868593,"IP  LEX _UNK _UNK"
-14.5925868593,"IP  LEX _carry LEX"
-7.4538428828,"IP  _UNK _UNK _UNK _UNK VP"
-14.5925868593,"IP  _present _stick"
-14.5925868593,"IP  LEX _spell"
-11.161021941,"IP  _may LEX IP"
-14.5925868593,"IP  _UNK _scream"
-14.5925868593,"IP  LEX _hammer"
