"log_prob","rule"
-0.820223263128,"CP  _UNK IP"
-8.69951474821,"CP  LEX"
-5.86630140415,"CP  _UNK LEX _UNK NP"
-5.86630140415,"CP  _UNK _non-finite _UNK"
-2.9792029716,"CP  _UNK _UNK _color"
-0.802590091941,"CP  LEX _UNK IP"
-5.86630140415,"CP  _UNK _UNK LEX _of"
-3.28341434601,"CP  LEX _UNK VP"
-5.17315422359,"CP  _UNK _UNK VP"
-4.74827102963,"CP  LEX IP"
-8.69951474821,"CP  LEX VP"
-12.0681008923,"IP  _UNK LEX VP"
-11.6893495068,"IP  _UNK LEX _try"
-14.626899825,"IP  _present LEX IP"
-9.75891954306,"IP  _UNK _catch"
-11.9945940141,"IP  LEX _send"
-9.408386668,"IP  LEX _talk"
-14.626899825,"IP  _UNK LEX _of"
-9.08118470806,"IP  _UNK _draw"
-13.2442352319,"IP  _present LEX"
-14.626899825,"IP  LEX _put"
-14.626899825,"IP  LEX _UNK"
-8.79921245816,"IP  _UNK LEX"
-12.3308578306,"IP  LEX _pretend"
-7.34592319407,"IP  LEX _UNK LEX"
-12.2356139616,"IP  _UNK _UNK LEX IP"
-10.5909932673,"IP  LEX _stick"
-11.5893026227,"IP  LEX _look PP"
-12.3308578306,"IP  _UNK IP"
-10.2902723713,"IP  LEX _smell"
-2.11361396265,"IP  LEX"
-10.2902723713,"IP  LEX _remember"
-14.626899825,"IP  _UNK LEX LEX IP"
-12.8411973095,"IP  LEX LEX LEX LEX"
-11.5893026227,"IP  _UNK _help"
-11.63771065,"IP  _UNK _UNK LEX VP"
-9.24051186003,"IP  LEX _turn"
-13.2406054639,"IP  _UNK VP"
-10.2773701816,"IP  _UNK _color"
-5.69563997774,"IP  _UNK _UNK PP"
-10.3165871519,"IP  _UNK _UNK _UNK IP"
-9.15767849199,"IP  LEX _sit"
-8.470827047,"IP  LEX _UNK NP"
-7.99037334697,"IP  _UNK _take"
-12.0686619021,"IP  LEX _fit"
-8.0521373357,"IP  _UNK _think"
-19.5541535102,"IP  LEX CP"
-14.626899825,"IP  _UNK _UNK"
-14.626899825,"IP  LEX LEX VP"
-10.1123046705,"IP  _will VP"
-9.08506809801,"IP  LEX _show"
-8.82300973749,"IP  _UNK _UNK _UNK LEX _UNK NP"
-12.6872202257,"IP  _UNK LEX PP"
-14.626899825,"IP  _non-finite LEX PP"
-7.82292016692,"IP  _UNK _play"
-13.2460550686,"IP  _UNK _be PP"
-10.4145575427,"IP  LEX _UNK IP"
-11.266625087,"IP  _UNK _park"
-13.5331301608,"IP  _UNK _go IP"
-10.2646323403,"IP  LEX _let"
-14.626899825,"IP  _non-finite _UNK"
-10.0289294083,"IP  _should VP"
-3.24678741859,"IP  _UNK LEX IP"
-14.626899825,"IP  _non-finite VP"
-14.626899825,"IP  LEX LEX _UNK"
-6.37782291648,"IP  LEX _have"
-11.6380754139,"IP  LEX _teach"
-9.87193626455,"IP  LEX LEX _UNK _UNK VP"
-11.4555106664,"IP  LEX _UNK VP"
-12.2356139616,"IP  _might VP"
-10.3574050917,"IP  LEX _tie"
-14.626899825,"IP  _UNK _UNK VP"
-10.1681805695,"IP  _UNK _sleep"
-8.25234421629,"IP  LEX _need"
-6.53340212735,"IP  LEX _get"
-11.2663734831,"IP  LEX _UNK PP"
-14.626899825,"IP  LEX _drive PP"
-14.626899825,"IP  _non-finite LEX"
-11.8005299636,"IP  LEX LEX _put"
-12.6861791012,"IP  LEX IP"
-10.0491306261,"IP  LEX _move"
-19.5541535102,"IP  LEX NP"
-13.0232758824,"IP  LEX LEX PP"
-14.626899825,"IP  LEX _do"
-9.43012579218,"IP  _would VP"
-10.7838696911,"IP  _'d LEX"
-8.48782769665,"IP  LEX _bring"
-11.8005299636,"IP  _UNK _hammer"
