"log_prob","rule"
-9.22226482557,"CP  _that _UNK VP"
-6.09477356251,"CP  _null _UNK LEX LEX _eat"
-5.1033631613,"CP  LEX LEX LEX LEX _eat"
-8.52911764501,"CP  _UNK LEX VP"
-6.5909756856,"CP  _UNK LEX _like LEX VP"
-4.99640479022,"CP  LEX LEX _cry"
-6.83197415216,"CP  _null _would _bring"
-4.16793167621,"CP  LEX _might VP"
-9.22226482557,"CP  _that LEX VP"
-6.5909756856,"CP  LEX _will VP"
-7.283523166,"CP  LEX LEX _bring"
-6.23448072187,"CP  _UNK _have IP"
-7.61951590129,"CP  _UNK LEX LEX LEX _on"
-9.22226482557,"CP  LEX _present _UNK _on"
-9.22226482557,"CP  _UNK LEX"
-9.22226482557,"CP  LEX LEX _non-finite VP"
-9.22226482557,"CP  _null _UNK _do NP"
-5.73387089888,"CP  _UNK LEX _do NP"
-6.0114211724,"CP  LEX LEX _start LEX"
-4.87370880096,"CP  LEX _could VP"
-5.86304751615,"CP  LEX _would _think"
-9.22226482557,"CP  _like IP"
-0.651395015478,"CP  _UNK IP"
-6.83197415216,"CP  LEX _present _UNK _study _on"
-14.0097565684,"CP  LEX"
-3.07143109588,"CP  _null IP"
-8.12922358195,"CP  LEX LEX _UNK LEX"
-9.22226482557,"CP  _that _UNK LEX"
-5.18743439088,"CP  _UNK _'ll VP"
-7.283523166,"CP  _null _will _make"
-9.22226482557,"CP  _UNK _UNK LEX VP"
-5.64688073732,"CP  LEX _present _UNK LEX _eat"
-9.22226482557,"CP  LEX _present LEX NP"
-9.22226482557,"CP  _UNK VP"
-3.96785580867,"CP  _null _present VP"
-9.22226482557,"CP  LEX _past LEX _UNK VP"
-6.66503751421,"CP  _null _could _UNK VP"
-5.82915562076,"CP  _UNK _'ll _get"
-2.19271973398,"CP  _null _UNK _be"
-4.94005852618,"CP  LEX _must VP"
-5.42378386154,"CP  _until IP"
-9.22226482557,"CP  _UNK LEX _UNK"
-9.22226482557,"CP  LEX LEX LEX _from"
-5.17004518965,"CP  LEX _should _color"
-7.61951590129,"CP  _null _UNK _sit PP"
-3.94232360423,"CP  LEX _past _be"
-9.22226482557,"CP  _UNK _UNK LEX LEX LEX"
-9.22226482557,"CP  _null LEX _make"
-6.39692553795,"CP  LEX _would LEX"
-4.95385024969,"CP  LEX _past _saw"
-5.46923755164,"CP  LEX LEX _use"
-4.26772968195,"CP  LEX _present _be PP"
-4.45980603107,"CP  _UNK _present VP"
-6.39692553795,"CP  LEX LEX _come PP"
-4.62537885917,"CP  LEX _UNK _saw"
-9.22226482557,"CP  _null"
-6.05222916612,"CP  _null _UNK _go"
-5.44625247408,"CP  LEX LEX LEX _of"
-9.22226482557,"CP  _UNK _UNK LEX PP"
-4.38637982277,"CP  _UNK LEX _stick"
-4.57643265787,"CP  _that IP"
-3.46225955982,"CP  LEX _UNK VP"
-8.52911764501,"CP  _UNK _UNK VP"
-9.22226482557,"CP  LEX _UNK _be LEX"
-9.22226482557,"CP  _UNK _non-finite LEX"
-9.22226482557,"CP  LEX _UNK _sit _on"
-6.09477356251,"CP  _null LEX _UNK _UNK LEX"
-3.08408790869,"CP  LEX IP"
-6.66374635844,"CP  _UNK _could VP"
-6.45751928079,"CP  LEX _past _eat"
-9.22226482557,"CP  LEX _UNK _color"
-7.283523166,"CP  _UNK LEX LEX _UNK"
-6.74502639043,"CP  _until _present _come"
-14.0097565684,"CP  LEX VP"
-4.89956807833,"CP  _null _UNK VP"
-6.45751928079,"CP  LEX _would LEX LEX _eat"
