"log_prob","rule"
-7.76180595449,"CP  _UNK _present _like IP"
-4.01480236942,"CP  _null _might LEX"
-4.91158742739,"CP  _null _present LEX _study _on"
-4.79382082599,"CP  _like _present _do"
-8.85531619128,"CP  _null LEX _UNK _study PP"
-7.06993836464,"CP  LEX _present _UNK _non-finite _touch"
-9.54085877245,"CP  LEX _could VP"
-8.16599310716,"CP  _UNK _present LEX _UNK PP"
-4.66566144925,"CP  LEX _would _think"
-6.33663522437,"CP  LEX _UNK LEX"
-6.7220083324,"CP  _null LEX _do _study _on"
-7.47476347273,"CP  _UNK _present LEX PP"
-1.61301528503,"CP  _UNK IP"
-13.7305135145,"CP  LEX"
-0.660207934146,"CP  _null IP"
-8.84771159189,"CP  _null _past VP"
-5.86686224903,"CP  _UNK _might LEX"
-6.55962503597,"CP  _UNK _'ll VP"
-2.35793116073,"CP  _null _present VP"
-6.51087147435,"CP  _UNK _'ll _get"
-9.54085877245,"CP  _that LEX LEX"
-6.55962503597,"CP  LEX _present LEX _study PP"
-4.62876108292,"CP  LEX _will _make"
-6.98881281983,"CP  _UNK _present VP"
-9.54085877245,"CP  _null _present"
-8.45239885525,"CP  _UNK _UNK _saw"
-9.54085877245,"CP  _null"
-4.83749002008,"CP  _null _must _have"
-4.79382082599,"CP  _null _might LEX _non-finite"
-9.54085877245,"CP  _null _should VP"
-3.56963558523,"CP  _null _could VP"
-5.72648200663,"CP  _that IP"
-5.3215739085,"CP  _UNK _UNK VP"
-4.57928640699,"CP  _null VP"
-7.60583012358,"CP  LEX IP"
-5.70565136419,"CP  _UNK _could VP"
-6.84705092807,"CP  LEX _win"
-4.86463722905,"CP  _UNK _UNK LEX"
-4.65817164066,"CP  _null _win"
-6.55962503597,"CP  _null _UNK _non-finite VP"
-4.76020856149,"CP  _until _present _come"
-3.93205319981,"CP  _UNK _present _do"
-13.7305135145,"CP  LEX VP"
-5.51280510763,"CP  _null _UNK VP"
-6.29743816558,"CP  _UNK _might _like LEX"
-6.25971974028,"CP  _until LEX LEX"
-8.45239885525,"CP  _null LEX LEX _UNK _on"
-7.41008048853,"IP  _present _like _non-finite VP"
-6.99131127668,"IP  _non-finite _play _with"
-9.65304321633,"IP  _past LEX _scar"
-6.30492096439,"IP  _shall LEX"
-7.27749758679,"IP  _UNK _go _non-finite VP"
-9.7043068325,"IP  LEX _want _non-finite VP"
-11.0392570243,"IP  LEX _end"
-9.38520579564,"IP  _present LEX _non-finite _draw"
-13.8978129612,"IP  LEX _UNK"
-10.2379554685,"IP  _UNK _present LEX"
-9.63184157201,"IP  _'d _find"
-11.1933898043,"IP  _will _UNK PP"
-14.5909601418,"IP  LEX _UNK _study PP"
-14.5909601418,"IP  _non-finite _UNK PP"
-14.5909601418,"IP  _present _come"
-10.787966463,"IP  _UNK _say _null _past VP"
-2.07360279941,"IP  LEX"
-7.43464036278,"IP  _present _want _UNK VP"
-8.75405990563,"IP  _would _like _UNK VP"
-14.5909601418,"IP  _present LEX _study PP"
-7.203294939,"IP  _past _be PP"
-9.83250642554,"IP  _present _look CP"
-9.08530893468,"IP  _present _come IP"
-6.70076595096,"IP  _past LEX LEX"
-5.10243121405,"IP  _present _think _null IP"
-5.69457199067,"IP  _will VP"
-5.64833717578,"IP  _present LEX _non-finite VP"
-5.63681478868,"IP  _can VP"
-6.08655928596,"IP  _'d VP"
-14.5909601418,"IP  _UNK _UNK _with"
-14.5909601418,"IP  _non-finite _talk _UNK"
-7.45981864433,"IP  _UNK _be PP"
-7.37359914898,"IP  _present LEX LEX"
-10.4675174728,"IP  _UNK LEX _play _with"
-9.82399600816,"IP  LEX _think _null IP"
-6.89034962857,"IP  LEX _miss"
-7.4385329215,"IP  _present _go IP"
-10.7444849057,"IP  _UNK LEX IP"
-7.07827714314,"IP  _present _talk PP"
-8.76575581682,"IP  _must LEX"
-9.84974767318,"IP  _would LEX _non-finite _hook"
-12.1964755135,"IP  _will _have LEX VP"
-6.25210991544,"IP  _should LEX"
-12.6450499928,"IP  _non-finite LEX"
-20.1782088002,"IP  LEX IP"
-2.30525031594,"IP  _present VP"
-14.5909601418,"IP  LEX _do"
-5.84561305052,"IP  _would VP"
-11.4590548367,"IP  _UNK _UNK LEX"
-11.6500756688,"IP  _UNK _look CP"
-14.5909601418,"IP  _must _have"
-9.34234065465,"IP  LEX LEX"
-14.5909601418,"IP  _UNK _fix PP"
-10.0838116737,"IP  _UNK _UNK _UNK LEX"
-7.79120306136,"IP  _present LEX _in"
-14.5909601418,"IP  _UNK _put"
-9.63885895954,"IP  _non-finite _hook"
-7.47831529588,"IP  _non-finite LEX _with"
-5.5075567948,"IP  _present _look PP"
-7.98940948335,"IP  _past _say CP"
-6.83937206787,"IP  _present _be VP"
-14.5909601418,"IP  _non-finite _draw"
-9.80718942082,"IP  _present CP"
