"log_prob","rule"
-3.97787237315,"CP  _null _present _stick"
-4.7583249063,"CP  _null _would _think"
-9.48899431322,"CP  _UNK LEX VP"
-4.74966792984,"CP  _null _have _non-finite LEX"
-6.66931755488,"CP  _UNK _might VP"
-4.82111764039,"CP  _null _must VP"
-4.72413777713,"CP  _that _present LEX"
-9.48899431322,"CP  LEX LEX _do NP"
-1.56134533028,"CP  _UNK IP"
-4.68286775829,"CP  LEX"
-0.973236437088,"CP  _null IP"
-8.79584713266,"CP  _null _past VP"
-7.01726940013,"CP  LEX _non-finite _color"
-9.48899431322,"CP  LEX _might LEX _non-finite"
-4.58329634391,"CP  _null _'ll LEX"
-6.79436713245,"CP  LEX _must VP"
-7.30454946253,"CP  _until IP"
-9.48899431322,"CP  LEX LEX VP"
-4.64345830569,"CP  _that _present _live"
-7.30454946253,"CP  _null _might LEX _UNK"
-6.55818158576,"CP  LEX _would _bring"
-6.72988894132,"CP  LEX _should _color"
-4.86851336599,"CP  _null _present _sit PP"
-4.59800092426,"CP  _until LEX _come"
-4.65908185455,"CP  _null _past _come PP"
-6.50692640186,"CP  _UNK _win"
-1.73526654156,"CP  _null"
-4.56163711375,"CP  _null _'ll _get"
-9.48899431322,"CP  _null _present LEX"
-6.93731948697,"CP  _UNK _have _non-finite LEX"
-8.80301562214,"CP  LEX LEX _UNK"
-3.94264567985,"CP  _null _could VP"
-4.9814369561,"CP  _that IP"
-7.55334066433,"CP  _UNK _UNK VP"
-5.8137792213,"CP  _null VP"
-9.48899431322,"CP  LEX LEX _sit PP"
-8.80301562214,"CP  _null LEX _like _UNK _UNK"
-9.47480967823,"CP  LEX IP"
-7.01726940013,"CP  _null _have LEX VP"
-3.92737905224,"CP  _null _might VP"
-6.72988894132,"CP  _null _could LEX LEX"
-9.48899431322,"CP  _UNK _UNK LEX"
-7.89105078021,"CP  _UNK LEX LEX _UNK"
-13.7374895553,"CP  LEX VP"
-2.93948664273,"CP  _null _UNK VP"
-7.30454946253,"CP  _null _present LEX PP"
-7.05184533392,"IP  _non-finite _play _with"
-9.796653705,"IP  _past LEX _scar"
-14.5895487053,"IP  _past _come PP"
-6.17421132623,"IP  _shall LEX"
-9.00147052459,"IP  _non-finite _write _on"
-6.98359633583,"IP  _UNK _go _non-finite VP"
-8.54272806402,"IP  _UNK _think _UNK IP"
-14.5895487053,"IP  _non-finite _go"
-14.5895487053,"IP  _present _stick"
-5.55529131475,"IP  _present _want _non-finite VP"
-13.8964015247,"IP  LEX _UNK"
-8.14991893695,"IP  LEX _sit PP"
-7.12452441323,"IP  _present _UNK _null _present LEX"
-10.4980751214,"IP  _UNK _pretend CP"
-4.06486211207,"IP  LEX"
-9.65793137685,"IP  _non-finite LEX LEX"
-9.67979203007,"IP  _present _know CP"
-11.4142927601,"IP  _UNK _wait CP"
-10.3439314031,"IP  _UNK _let _present VP"
-14.5895487053,"IP  _UNK _UNK"
-7.30970522619,"IP  _non-finite LEX _on"
-6.43023568194,"IP  _will VP"
-7.73075095143,"IP  _present LEX _non-finite VP"
-5.29530781531,"IP  _can VP"
-7.69577112728,"IP  _UNK _like _non-finite VP"
-9.71724877202,"IP  _'d LEX _on"
-6.00836287786,"IP  _'d VP"
-9.65797344669,"IP  _UNK _like _UNK VP"
-11.8196969613,"IP  _present LEX _UNK _UNK LEX"
-7.96707216945,"IP  _past _win"
-8.7723768086,"IP  _past _go LEX"
-7.09083234295,"IP  _present LEX LEX"
-13.8964015247,"IP  _non-finite _UNK"
-14.5895487053,"IP  _UNK _make PP"
-8.70081612632,"IP  _present _go IP"
-10.3019288685,"IP  _UNK LEX IP"
-14.5895487053,"IP  _UNK _eat"
-9.78842340393,"IP  _past LEX IP"
-14.5895487053,"IP  _UNK _get"
-5.2798396102,"IP  _non-finite LEX"
-14.5895487053,"IP  _present _live"
-20.4272791525,"IP  LEX IP"
-2.42337610332,"IP  _present VP"
-6.48143531038,"IP  _would VP"
-6.27739069232,"IP  _will LEX"
-9.41066843841,"IP  LEX _put _on"
-14.5895487053,"IP  _UNK _hit"
-7.36335241725,"IP  _present _like _non-finite _eat"
-14.5895487053,"IP  LEX _shoot"
-14.5895487053,"IP  _non-finite _do"
-9.60884176666,"IP  LEX _fall"
-13.2032543442,"IP  LEX LEX"
-9.10764721684,"IP  _present IP"
-9.77216326962,"IP  _non-finite _drink LEX"
-14.5895487053,"IP  _non-finite _stay"
-12.6461406426,"IP  _non-finite _UNK CP"
-14.5895487053,"IP  LEX _UNK _over"
-8.81790778922,"IP  _present LEX _UNK LEX"
-6.8448703142,"IP  _present _go _UNK LEX"
-10.1037991925,"IP  _past _say CP"
-6.37421970016,"IP  _present _be VP"
-14.5895487053,"IP  LEX _do NP"
-8.5450893239,"IP  _past _say _null IP"
-7.271939518,"IP  _UNK _UNK _non-finite VP"
-9.78026028814,"IP  _present CP"
-14.5895487053,"IP  LEX _read"
-6.21201107707,"IP  _present _be PP"
-12.9824458786,"IP  _present _UNK LEX _fix PP"
-9.84751086148,"IP  _non-finite _wait CP"
-10.1979831629,"IP  _would _UNK PP"
-8.00629272748,"IP  _past _do LEX"
-10.13808712,"IP  _present _suppose LEX VP"
-14.5895487053,"IP  LEX _firm"
-11.8196969613,"IP  _'d _UNK IP"
-14.5895487053,"IP  _UNK"
-8.80554412664,"IP  _must VP"
-9.70964434172,"IP  _could _live LEX"
-10.9814714795,"IP  _present _want LEX _read"
-9.54902443429,"IP  _UNK _go VP"
-5.76280255487,"IP  _present _UNK _non-finite VP"
-14.5895487053,"IP  _would _bring"
-4.45090917574,"IP  _present _go _non-finite VP"
-8.47656983524,"IP  _present LEX _non-finite _go"
-5.30915615915,"IP  _would LEX"
-9.66519354223,"IP  _present _UNK NP"
-11.5012930628,"IP  _UNK _like CP"
-3.78318353267,"IP  _non-finite VP"
-9.95771103945,"IP  _present _do _study PP"
-14.5895487053,"IP  _'ll LEX"
-13.2054433272,"IP  _UNK _sound _like IP"
-14.5895487053,"IP  _non-finite _sit"
-14.5895487053,"IP  _could LEX LEX"
-8.95766836951,"IP  _non-finite _ask"
-11.4142927601,"IP  _non-finite _say CP"
-12.1943073619,"IP  _present _suppose CP"
-11.7590830875,"IP  _past _say LEX LEX _do NP"
-8.83355741766,"IP  LEX _transcribe"
-8.82101818335,"IP  LEX _tip"
-14.5895487053,"IP  _UNK _put PP"
-9.82175901178,"IP  _present LEX _null IP"
-9.70964434172,"IP  LEX LEX _non-finite LEX"
-7.46316852354,"IP  _present LEX _to"
-8.33479522605,"IP  _would LEX _non-finite VP"
-11.2965232598,"IP  LEX _null IP"
-9.796653705,"IP  LEX _get PP"
-12.027294162,"IP  _UNK _wan _non-finite VP"
-14.5895487053,"IP  _UNK _let _play PP"
-12.8002217354,"IP  _present _make"
-7.93060993576,"IP  _present _want PP"
-10.5850820684,"IP  _would _want _UNK VP"
-10.0598374821,"IP  _UNK _say CP"
-12.9824458786,"IP  _would _like LEX _eat"
-14.5895487053,"IP  LEX _stand"
-9.89193488781,"IP  _UNK LEX _non-finite LEX"
-6.58843593061,"IP  LEX _leave"
-0.849895265305,"IP  _present LEX"
-5.60902827674,"IP  _present _think CP"
-5.72871039676,"IP  _can LEX"
-9.83024449935,"IP  _present _UNK VP"
-12.2895909675,"IP  LEX _like _UNK _UNK"
-9.0203032655,"IP  _non-finite _go LEX"
-9.64366705104,"IP  _UNK IP"
-8.5102428293,"IP  _would _like IP"
-7.63022218222,"IP  _present _sound PP"
-9.74041530817,"IP  _would _let IP"
-9.25491627822,"IP  _UNK _be VP"
-8.66553459219,"IP  _present _like _UNK VP"
-9.74823528313,"IP  _should _color"
-13.8978603142,"IP  LEX LEX NP"
-14.5895487053,"IP  _non-finite _eat"
-20.4272791525,"IP  LEX CP"
-13.4909364166,"IP  _non-finite"
-12.1943073619,"IP  _present LEX LEX IP"
-5.9730786557,"IP  _present LEX PP"
-8.06450622297,"IP  _UNK LEX LEX"
-11.3734756383,"IP  _present _get"
-9.67979203007,"IP  _non-finite _wan IP"
-14.5895487053,"IP  LEX _set"
-6.67238309137,"IP  _UNK LEX PP"
-8.13726525462,"IP  _might LEX"
-9.8829118723,"IP  _might LEX _non-finite"
-9.71724877202,"IP  _past _sound PP"
-9.85624431842,"IP  _present _go LEX LEX"
-14.5895487053,"IP  _non-finite _color"
-8.25034184885,"IP  _shall VP"
-5.59854391094,"IP  _should VP"
-8.82726814659,"IP  LEX _notice"
-12.1943073619,"IP  _UNK _cry"
