"log_prob","rule"
-9.1279173827,"CP  _UNK _UNK _UNK LEX"
-7.74900312888,"CP  _null LEX LEX LEX"
-5.77013249397,"CP  _UNK _past _win"
-7.34436140492,"CP  _null _'ll VP"
-6.49800538591,"CP  _null _would _bring"
-7.34436140492,"CP  _null _UNK LEX LEX"
-6.00184507801,"CP  _null _might LEX"
-9.1279173827,"CP  _that LEX VP"
-6.36209167425,"CP  _null LEX VP"
-4.74319829749,"CP  _UNK _might VP"
-7.5263535267,"CP  LEX _would LEX IP"
-8.03586249458,"CP  LEX _might _UNK"
-8.43968421694,"CP  LEX LEX LEX _do"
-9.1279173827,"CP  LEX LEX _know"
-8.43968421694,"CP  _null LEX _start LEX"
-6.04627728202,"CP  LEX LEX _do NP"
-6.49800538591,"CP  _UNK LEX _come _UNK"
-9.1279173827,"CP  _like IP"
-3.20277071663,"CP  _UNK IP"
-5.84156617702,"CP  LEX _present _cook"
-9.11816120775,"CP  LEX"
-7.74900312888,"CP  _UNK _UNK _allow _UNK LEX"
-0.840717126555,"CP  _null IP"
-5.1672909719,"CP  _UNK _'ll VP"
-6.49800538591,"CP  _UNK _UNK _make _of"
-5.37633933437,"CP  LEX _UNK _allow IP"
-7.74653703638,"CP  _null _present VP"
-9.1279173827,"CP  _that LEX LEX"
-9.1279173827,"CP  _until IP"
-9.1279173827,"CP  LEX LEX _be"
-4.56295663378,"CP  _UNK LEX _color"
-1.28688315881,"CP  _null LEX _UNK"
-9.1279173827,"CP  _UNK _UNK LEX LEX LEX"
-6.57205899694,"CP  _null LEX"
-4.5225511375,"CP  LEX LEX _saw"
-9.1279173827,"CP  LEX LEX _use"
-5.8792924063,"CP  _UNK _present VP"
-6.49800538591,"CP  LEX LEX _come PP"
-9.1279173827,"CP  LEX LEX _UNK PP"
-9.1279173827,"CP  _null LEX LEX PP"
-9.1279173827,"CP  _null LEX _be PP"
-6.42905962978,"CP  _null _must _have"
-9.1279173827,"CP  _that _UNK _UNK"
-9.1279173827,"CP  _null _UNK _UNK NP"
-5.91849789307,"CP  _null _could VP"
-5.76979125527,"CP  _UNK LEX _stick"
-9.1279173827,"CP  LEX _UNK _bring"
-4.27008291736,"CP  _that IP"
-6.83419497696,"CP  LEX _UNK VP"
-3.01304295881,"CP  _UNK _UNK VP"
-6.30397409344,"CP  LEX _present VP"
-6.30397409344,"CP  _UNK _must LEX"
-7.74900312888,"CP  _UNK LEX _UNK IP"
-8.43968421694,"CP  _UNK _would VP"
-5.77013249397,"CP  _null LEX _UNK _UNK _eat"
-5.28741144025,"CP  LEX _'ll LEX"
-6.93944559647,"CP  LEX _have IP"
-2.78672846158,"CP  LEX IP"
-6.19280973096,"CP  LEX _might _like LEX"
-7.5263535267,"CP  _null _present _make PP"
-5.8792924063,"CP  _UNK _could VP"
-4.67174776248,"CP  LEX _win"
-8.03586249458,"CP  _UNK LEX _UNK _non-finite VP"
-5.52658420797,"CP  _null _might VP"
-6.49800538591,"CP  LEX _UNK _sit LEX"
-6.83419497696,"CP  _null _UNK _make PP"
-6.93944559647,"CP  _UNK LEX LEX _UNK"
-9.11816120775,"CP  LEX VP"
-6.57129825137,"CP  _null _UNK VP"
-9.1279173827,"CP  _until LEX LEX"
-5.95930339261,"CP  LEX _UNK LEX _study _UNK"
-8.43477020214,"CP  LEX LEX _do"
-5.84156617702,"CP  LEX LEX _UNK _study PP"
-6.73897472117,"CP  _null LEX _sit _on"
-6.73897472117,"CP  _UNK _present _make PP"
-5.49992300098,"CP  LEX LEX _like LEX"
-14.6062599574,"IP  LEX _UNK _UNK"
-1.72828807664,"IP  LEX _be"
-14.6062599574,"IP  LEX _go"
-11.9002060496,"IP  _UNK _know CP"
-9.88986188712,"IP  LEX _be VP"
-11.0529897553,"IP  _present _wanT IP"
-14.6062599574,"IP  _UNK _love"
-12.1233139178,"IP  LEX _bet CP"
-7.86198435086,"IP  LEX _want _non-finite VP"
-9.4154302486,"IP  _non-finite _wear"
-10.3179102217,"IP  LEX _call PP"
-12.9985329094,"IP  LEX _be _UNK _UNK VP"
-1.11443756196,"IP  LEX _UNK"
-10.0032073966,"IP  LEX _complain"
-14.6062599574,"IP  LEX _hammer"
