"log_prob","rule"
-7.04530561186,"CP  _null _present _stick"
-5.75460545051,"CP  _that _UNK VP"
-6.52558896088,"CP  _UNK _UNK LEX NP"
-5.14624860879,"CP  LEX _UNK LEX _UNK"
-3.49033812751,"CP  _UNK LEX VP"
-8.34354461834,"CP  LEX _UNK _non-finite VP"
-7.49706693434,"CP  _UNK LEX _like _non-finite VP"
-5.28450754707,"CP  LEX _might VP"
-7.04530561186,"CP  LEX LEX _allow _non-finite LEX"
-5.94695448799,"CP  _UNK _UNK _stick"
-5.23140120464,"CP  _UNK _present _be PP"
-7.19184724122,"CP  _null _UNK _cry"
-10.1281560943,"CP  _UNK _might VP"
-7.93855786471,"CP  _null _present _cry"
-8.74829262352,"CP  _UNK _would _UNK IP"
-8.18959891956,"CP  _null _UNK _allow IP"
-9.43500891375,"CP  LEX _UNK"
-7.83329304741,"CP  _null LEX _make _of"
-8.52557927225,"CP  LEX LEX _UNK NP"
-5.15994664431,"CP  LEX _could VP"
-10.1281560943,"CP  LEX _UNK LEX"
-10.1281560943,"CP  _UNK LEX _UNK _UNK PP"
-10.1281560943,"CP  LEX LEX _do NP"
-10.1281560943,"CP  _UNK LEX _come"
-6.14759616177,"CP  _UNK LEX _be _for"
-1.09836756394,"CP  _UNK IP"
-14.8903300291,"CP  LEX"
-4.73402362494,"CP  _UNK LEX _say"
-1.15984046662,"CP  _null IP"
-6.47295717297,"CP  _UNK LEX _make _of"
-7.93855786471,"CP  _null LEX _UNK NP"
-7.65111505533,"CP  LEX _have _UNK LEX"
-7.09180697548,"CP  _UNK _should _use"
-10.1281560943,"CP  LEX _present LEX NP"
-7.93855786471,"CP  _null LEX _do NP"
-6.07614820592,"CP  _null _present LEX _for"
-6.84058373815,"CP  _until IP"
-7.83329304741,"CP  LEX _present _like IP"
-10.1281560943,"CP  LEX LEX VP"
-4.97763499582,"CP  LEX _present _UNK _for"
-10.1281560943,"CP  _UNK _UNK LEX _UNK LEX"
-10.1281560943,"CP  LEX LEX _make _UNK"
-7.49706693434,"CP  LEX LEX _like IP"
-10.1281560943,"CP  _UNK LEX LEX"
-9.43500891375,"CP  _UNK LEX _UNK"
-6.55298146461,"CP  _null LEX LEX _UNK _eat"
-10.1281560943,"CP  _UNK _UNK _look _UNK"
-10.1281560943,"CP  LEX _UNK LEX _of"
-8.18959891956,"CP  _null LEX _make _UNK"
-7.30301952308,"CP  LEX LEX _UNK VP"
-10.1281560943,"CP  _UNK LEX _be"
-6.63997107763,"CP  LEX _UNK _like _non-finite"
-6.22454443364,"CP  LEX _would LEX"
-7.04530561186,"CP  _UNK _must _have"
-8.05622129029,"CP  LEX _UNK _do NP"
-10.1281560943,"CP  LEX _past _say"
-7.19184724122,"CP  _until _UNK _come"
-3.16412550736,"CP  _UNK _present VP"
-4.88442127647,"CP  _null LEX _be PP"
-7.30301952308,"CP  _UNK LEX _start _UNK"
-4.82349139341,"CP  LEX _UNK _UNK _for"
-8.05622129029,"CP  _null _could _bring"
-7.24588926755,"CP  LEX _past _come _UNK"
-6.00946641924,"CP  _UNK LEX _cry"
-7.83329304741,"CP  _UNK _present _do NP"
-10.1281560943,"CP  LEX LEX _UNK"
-5.7299154659,"CP  LEX _should VP"
-7.24588926755,"CP  _that _UNK _like"
-9.43929157554,"CP  LEX _have _non-finite _do"
-9.43500891375,"CP  _that IP"
-9.43500891375,"CP  LEX _UNK VP"
-2.79460252408,"CP  _UNK _UNK VP"
-6.26535924552,"CP  _UNK _would VP"
-5.97772206543,"CP  _that _present VP"
-4.33459541858,"CP  LEX _UNK _have"
-2.34023160407,"CP  LEX IP"
-6.49892684375,"CP  LEX _'ll _need"
-8.52557927225,"CP  LEX _UNK _UNK _non-finite VP"
-5.75460545051,"CP  LEX _win"
-7.42811508934,"CP  LEX LEX _win"
-6.63997107763,"CP  _null _UNK _color"
-9.43929157554,"CP  _null LEX _like LEX"
-6.84058373815,"CP  _UNK _UNK _UNK LEX _touch"
-7.57112757034,"CP  _until _present _come"
-14.8903300291,"CP  LEX VP"
-6.42295753267,"CP  _null _UNK VP"
-6.11123421822,"CP  _UNK _'d LEX"
-10.1281560943,"CP  _UNK LEX _do"
-7.83329304741,"CP  _null LEX _come PP"
-8.18959891956,"CP  LEX _have _non-finite VP"
-10.8092782484,"IP  LEX _want LEX _touch"
-14.5914508542,"IP  _UNK _come"
-9.99837411862,"IP  _past _use IP"
-4.55882350964,"IP  LEX _UNK _UNK"
-10.9045837327,"IP  _shall LEX"
-1.71432680532,"IP  LEX _be"
