"log_prob","rule"
-5.4276437819,"CP  _null _would _think"
-8.35270668461,"CP  _that _UNK VP"
-8.75728722831,"CP  LEX LEX _UNK _do"
-5.33396679163,"CP  _UNK LEX VP"
-5.64630976683,"CP  _null _would LEX LEX _eat"
-7.43606203307,"CP  _null LEX VP"
-10.1356555242,"CP  LEX _would _UNK"
-7.50642071402,"CP  LEX _might _have"
-6.81365325626,"CP  _null _have IP"
-9.04408551812,"CP  LEX _present _UNK PP"
-7.10120873842,"CP  _null _must VP"
-5.43661159625,"CP  _null _non-finite _color"
-5.30196678441,"CP  _null LEX _start VP"
-10.1356555242,"CP  LEX _UNK LEX"
-7.37298423858,"CP  LEX LEX _non-finite _do"
-7.2012389006,"CP  LEX LEX _do NP"
-5.17635045957,"CP  LEX _past _win"
-6.77857503291,"CP  _null LEX _color"
-2.12989866927,"CP  _UNK IP"
-14.6895324158,"CP  LEX"
-2.15392943006,"CP  _null IP"
-7.50642071402,"CP  LEX _non-finite _color"
-5.35035917194,"CP  _null LEX _like _non-finite"
-7.05471173801,"CP  _UNK _present _cry"
-5.40121300247,"CP  _until _present VP"
-7.58047028007,"CP  _null LEX _bring"
-7.14997358646,"CP  LEX _might LEX IP"
-0.507301043013,"CP  _null _present VP"
-7.50642071402,"CP  _null LEX LEX _from"
-7.43747846391,"CP  _UNK LEX _sit _on"
-7.43747846391,"CP  _until IP"
-4.58936849812,"CP  LEX _present _like IP"
-9.4425083436,"CP  LEX LEX VP"
-7.37298423858,"CP  _UNK _present _cook"
-10.1356555242,"CP  _UNK LEX LEX"
-5.41875567498,"CP  _that _present _live"
-10.1356555242,"CP  LEX _present LEX _study PP"
-5.21168716877,"CP  LEX _would _bring"
-10.1356555242,"CP  _UNK LEX LEX LEX _UNK"
-5.22617905887,"CP  LEX _should _color"
-6.53503224061,"CP  _UNK LEX _saw"
-10.1356555242,"CP  LEX _would _like IP"
-10.1356555242,"CP  LEX _would LEX"
-8.53467432174,"CP  _null _UNK _UNK"
-5.19740229704,"CP  LEX _will _make"
-5.49217597134,"CP  _null _past _come PP"
-7.31239870293,"CP  _UNK _win"
-7.84258927617,"CP  _null LEX _like _UNK VP"
-7.43747846391,"CP  _UNK _must VP"
-7.20012033225,"CP  _that IP"
-10.1356555242,"CP  LEX _UNK VP"
-8.75463822014,"CP  _UNK _UNK VP"
-5.55101033157,"CP  _null VP"
-10.1356555242,"CP  LEX _past VP"
-9.04408551812,"CP  _that _present VP"
-7.74351842466,"CP  LEX IP"
-6.43240612976,"CP  _UNK _could VP"
-4.44241969847,"CP  _null _might VP"
-4.29400458436,"CP  _null _present _UNK"
-5.15573267996,"CP  _null _win"
-5.50174444825,"CP  LEX LEX _stick"
-4.7435123325,"CP  LEX _present LEX"
-7.37298423858,"CP  _UNK _have LEX VP"
-14.6895324158,"CP  LEX VP"
-3.80058260915,"CP  _null _UNK VP"
-9.04408551812,"CP  LEX LEX _color"
-7.25527503363,"CP  LEX _UNK _make _of"
-7.14997358646,"CP  _null LEX _sit _on"
-7.50642071402,"CP  LEX _could _UNK _do"
-6.76386224563,"IP  _present _like _non-finite VP"
-6.97694021894,"IP  _non-finite _play _with"
-14.5840169423,"IP  _past _come PP"
-7.12812041397,"IP  LEX _count"
-8.11860560646,"IP  _UNK _play _with"
-7.21042430963,"IP  _shall LEX"
-8.17942412317,"IP  _UNK LEX _non-finite _do"
-14.5840169423,"IP  LEX _go"
-14.5840169423,"IP  _might LEX IP"
-11.0308943039,"IP  _present LEX _have _UNK VP"
-9.79879703827,"IP  _present _mean CP"
-14.5840169423,"IP  _non-finite _wear"
-13.1994403027,"IP  _UNK _say LEX _would LEX"
-9.42150881402,"IP  LEX _sound PP"
-11.4507139623,"IP  _UNK LEX _non-finite _turn PP"
-14.5840169423,"IP  LEX _put"
-13.4854046536,"IP  LEX _UNK"
-9.94189494149,"IP  LEX _go _non-finite _go _see"
-13.8908697617,"IP  _non-finite _UNK PP"
-11.0598799135,"IP  _UNK LEX _UNK LEX"
-14.5840169423,"IP  _UNK _do"
-7.28179040514,"IP  _could LEX"
-14.5840169423,"IP  _UNK _show"
-2.06337184716,"IP  LEX"
-8.74565956929,"IP  _present _want _UNK VP"
-12.021182123,"IP  LEX LEX _UNK LEX"
-14.5840169423,"IP  LEX _fix LEX"
-10.4919251062,"IP  LEX LEX LEX _put"
-14.5840169423,"IP  _present LEX _study PP"
-8.77516003407,"IP  _non-finite LEX LEX"
-14.5840169423,"IP  _non-finite _fee"
-9.61647866694,"IP  _non-finite _write PP"
-7.1844649159,"IP  _past LEX LEX"
-14.5840169423,"IP  _non-finite _keep PP"
-11.5904609481,"IP  LEX _want _UNK _show"
-11.2540214737,"IP  LEX _like CP"
-14.5840169423,"IP  _UNK _draw NP"
-11.9470867508,"IP  _UNK _try LEX VP"
-8.35976669198,"IP  _past _do VP"
-14.5840169423,"IP  LEX _carry PP"
-14.5840169423,"IP  _UNK _UNK"
-12.3888285072,"IP  LEX LEX VP"
-5.66498320507,"IP  _will VP"
-7.70797906365,"IP  _present LEX _non-finite VP"
-4.9102226618,"IP  _can VP"
-6.90428532576,"IP  LEX _think LEX"
-8.14217299094,"IP  _UNK _like _non-finite VP"
-14.5840169423,"IP  _non-finite _bet"
-14.5840169423,"IP  LEX _bet"
-14.5840169423,"IP  _non-finite _open LEX"
-7.41464754809,"IP  _'d VP"
-12.9764113712,"IP  _present _have _UNK LEX PP"
-8.80555729931,"IP  _UNK _want _non-finite VP"
-12.101210131,"IP  _present LEX _non-finite LEX PP"
-8.59985012599,"IP  _present _turn PP"
-8.60741632261,"IP  _UNK _go PP"
-9.50488928331,"IP  _UNK _like _UNK VP"
-14.5840169423,"IP  _past _win"
-12.101210131,"IP  LEX _UNK IP"
-7.76847481318,"IP  LEX _use _non-finite LEX"
-14.5840169423,"IP  _present _UNK"
-11.4507139623,"IP  _present LEX LEX"
-12.9764113712,"IP  _UNK LEX _UNK _UNK VP"
-14.5840169423,"IP  _past _say"
-13.4854046536,"IP  _non-finite _UNK"
-7.89174299691,"IP  _present _go IP"
-10.872679888,"IP  _UNK LEX IP"
-8.47262063991,"IP  LEX _call"
-6.51446402834,"IP  _past _go PP"
