"log_prob","rule"
-4.33201506551,"CP  _null LEX LEX"
-8.81600358991,"CP  LEX LEX _UNK LEX _eat"
-4.84272124351,"CP  _null _UNK LEX"
-2.22668418506,"CP  _null _present _say"
-5.11803855088,"CP  LEX _would _think"
-3.31047849935,"CP  LEX _present _stick"
-4.13137694865,"CP  LEX _have LEX LEX"
-8.81600358991,"CP  LEX _past _win"
-3.96434541902,"CP  _like IP"
-1.13847083175,"CP  _UNK IP"
-6.7505482902,"CP  LEX _present _like _UNK _eat"
-8.80025523294,"CP  LEX"
-1.77312097028,"CP  _null IP"
-6.7505482902,"CP  _like _UNK VP"
-3.84146162919,"CP  LEX LEX _allow IP"
-3.86207863078,"CP  LEX _non-finite _color"
-5.88671641576,"CP  _UNK _present _cry"
-3.13485632195,"CP  LEX _might LEX"
-4.0443777889,"CP  LEX _could _start _do"
-5.61248315312,"CP  _UNK _present _live"
-8.81600358991,"CP  _that LEX LEX"
-5.83466005381,"CP  _until IP"
-8.81600358991,"CP  _null _might LEX _UNK"
-8.81600358991,"CP  LEX LEX _go"
-6.52780723437,"CP  _UNK LEX _saw"
-8.81600358991,"CP  LEX LEX _saw"
-3.94153353947,"CP  LEX _will _make"
-6.34575409792,"CP  LEX _UNK LEX _do"
-7.72802969945,"CP  _UNK _present _do NP"
-3.27511359724,"CP  _null _could VP"
-3.60072282626,"CP  _that IP"
-7.21293512576,"CP  _UNK _UNK VP"
-4.80636426356,"CP  _null _past _saw"
-8.11495122984,"CP  LEX IP"
-4.07827470643,"CP  LEX _win"
-4.88045008707,"CP  _UNK _present _like _non-finite VP"
-6.43264345673,"CP  _UNK _UNK LEX"
-8.130824579,"CP  LEX _past _want _non-finite _UNK"
-12.9591383163,"CP  LEX VP"
-2.76354100799,"CP  _null _UNK VP"
-8.130824579,"CP  _null _past _UNK _UNK _make"
-14.5928389585,"IP  _present _like _non-finite VP"
-8.1126639695,"IP  _past _come PP"
-8.548396686,"IP  _shall LEX"
-9.3434869914,"IP  _past LEX _null _past _saw"
-14.5928389585,"IP  LEX _go"
-9.63992804826,"IP  _past _swim PP"
-14.5928389585,"IP  _present _stick"
-8.27860582244,"IP  _present _be _go _non-finite LEX"
-5.28035470495,"IP  _present _want _non-finite VP"
-13.8996917779,"IP  LEX _UNK"
-14.5928389585,"IP  _UNK _use"
-9.60532322357,"IP  _'d _find"
-9.96101827522,"IP  _UNK _let _present LEX"
-7.74036392031,"IP  LEX _lose"
-7.67806729627,"IP  _non-finite _UNK PP"
-14.5928389585,"IP  _UNK _show"
-2.07468437156,"IP  LEX"
-9.57847650354,"IP  LEX _wrestle PP"
-7.5115469307,"IP  _present _want _UNK VP"
-11.9565084266,"IP  _non-finite _go _UNK LEX VP"
-8.98996293877,"IP  _non-finite LEX LEX"
-9.14472474159,"IP  _present _know CP"
-14.5928389585,"IP  _UNK _help"
-9.79996096561,"IP  _past LEX LEX"
-9.75156557309,"IP  LEX _wait _until IP"
-9.82506626877,"IP  _would _let _present VP"
-7.6574884814,"IP  _UNK _UNK PP"
-7.57737138599,"IP  _past _do VP"
-10.8345073053,"IP  _past _have _UNK"
-14.5928389585,"IP  LEX _carry PP"
-6.04418063168,"IP  _will VP"
