"log_prob","rule"
-0.530440298801,"CP  _UNK LEX VP"
-2.58153348548,"CP  _UNK IP"
-8.76155013913,"CP  LEX"
-5.39425430914,"CP  _null IP"
-5.39425430914,"CP  LEX LEX _UNK LEX"
-2.65230255637,"CP  _UNK VP"
-3.47834641039,"CP  _UNK _UNK _UNK IP"
-5.39425430914,"CP  LEX _non-finite VP"
-5.39425430914,"CP  LEX LEX LEX"
-4.31889888264,"CP  _UNK _present VP"
-2.65230255637,"CP  _UNK _UNK VP"
-4.03416232042,"CP  _null VP"
-5.36035275747,"CP  LEX IP"
-2.65452725139,"CP  _UNK _UNK LEX"
-3.2281606504,"CP  LEX _present LEX"
-8.76155013913,"CP  LEX VP"
-13.2320834125,"IP  _UNK _help _UNK"
-12.2212018144,"IP  _UNK LEX VP"
-8.82648095228,"IP  _UNK LEX _to"
-13.2309541069,"IP  LEX _UNK _UNK"
-5.99363852435,"IP  LEX _go"
-9.33628165851,"IP  _UNK _cut"
-11.6748312532,"IP  LEX _send"
-9.97507394923,"IP  _UNK _keep"
-14.6149936756,"IP  LEX LEX _UNK LEX VP"
-10.7907685972,"IP  LEX LEX LEX VP"
-5.06593231035,"IP  _present LEX"
-13.9241012874,"IP  LEX _UNK _UNK LEX _UNK _UNK"
-0.330014594936,"IP  LEX _UNK"
-7.1887664053,"IP  _UNK LEX"
-14.6149936756,"IP  LEX _think CP"
-10.5085603161,"IP  LEX _fee"
-11.0084681565,"IP  _UNK _tear"
-11.400451552,"IP  LEX _sit PP"
-13.9241012874,"IP  _UNK LEX _UNK _present VP"
-7.86140859616,"IP  LEX _know"
-5.08094330445,"IP  LEX _UNK LEX"
-10.9558306938,"IP  _UNK _listen"
-10.328986932,"IP  LEX LEX CP"
-13.2309541069,"IP  _UNK IP"
-8.05561453774,"IP  LEX"
-9.25351119683,"IP  LEX _cook"
-11.1228636861,"IP  _UNK _write _UNK"
-6.15529313512,"IP  LEX _UNK _UNK LEX"
-8.39296274424,"IP  _present"
-14.6149936756,"IP  _UNK _be VP"
-10.7692644847,"IP  _UNK _change"
-10.6298541804,"IP  _past VP"
-2.86513495067,"IP  _UNK VP"
-20.0176710575,"IP  LEX CP"
-9.52573039549,"IP  _non-finite"
-10.1085991266,"IP  LEX LEX VP"
-13.0073591902,"IP  _will VP"
-12.3160186948,"IP  _can VP"
-14.6149936756,"IP  _would LEX IP"
-14.6149936756,"IP  _UNK LEX _on"
