"log_prob","rule"
-9.56970700257,"CP  _UNK _could LEX LEX"
-9.56970700257,"CP  _UNK LEX VP"
-5.9163467872,"CP  LEX _could _bring"
-5.86634952928,"CP  LEX _might VP"
-8.19125581892,"CP  LEX _UNK _work"
-6.68922192015,"CP  LEX _will VP"
-9.56970700257,"CP  LEX LEX _bring"
-9.56970700257,"CP  _null LEX VP"
-6.32167698805,"CP  _until LEX _UNK"
-6.24759792306,"CP  LEX _UNK _look LEX"
-7.18132654942,"CP  _null _must VP"
-7.18132654942,"CP  _that _present LEX"
-6.32167698805,"CP  _UNK _would _think"
-7.78666598439,"CP  _null _UNK LEX _non-finite VP"
-6.08335181257,"CP  _UNK LEX _win"
-8.47806338322,"CP  LEX _present _cry"
-5.62852980749,"CP  _like IP"
-6.24759792306,"CP  _null LEX _color"
-1.24616429864,"CP  _UNK IP"
-9.56970700257,"CP  LEX _UNK _UNK _non-finite"
-14.134055194,"CP  LEX"
-8.881781766,"CP  _null _would VP"
-0.866914645486,"CP  _null IP"
-8.47806338322,"CP  LEX LEX _make PP"
-6.48865749461,"CP  LEX _non-finite _color"
-9.56970700257,"CP  LEX _UNK _UNK LEX"
-6.28395164887,"CP  _null LEX _like LEX _eat"
-6.21251956191,"CP  _null LEX _win"
-9.56970700257,"CP  LEX _UNK LEX NP"
-7.49942183618,"CP  _that _UNK LEX"
-5.23623618453,"CP  _UNK _'ll VP"
-6.28395164887,"CP  LEX _might LEX LEX"
-6.44422652531,"CP  _UNK LEX _UNK NP"
-9.56970700257,"CP  LEX _UNK _allow IP"
-2.20428956294,"CP  _null _present VP"
-6.36088151356,"CP  LEX _could LEX VP"
-9.56970700257,"CP  _that LEX LEX"
-8.87655982201,"CP  LEX LEX VP"
-8.19125581892,"CP  _UNK _UNK _start _do"
-6.80693190178,"CP  _UNK LEX _like _non-finite LEX"
-6.24759792306,"CP  _UNK _present _cook"
-7.3817848179,"CP  _UNK _have _UNK VP"
-6.94036937565,"CP  _UNK LEX _do LEX _on"
-6.28395164887,"CP  LEX LEX _like _non-finite"
-6.68922192015,"CP  LEX LEX _UNK VP"
-7.2765411315,"CP  _null LEX _UNK _of"
-8.87655982201,"CP  LEX LEX LEX"
-7.49942183618,"CP  _until LEX _come"
-6.48865749461,"CP  _null LEX _be PP"
-3.15367281226,"CP  _null"
-3.81809381859,"CP  LEX _UNK _UNK _for"
-5.96897593524,"CP  _UNK _must VP"
-8.47806338322,"CP  _UNK LEX _do _study _UNK"
-7.78666598439,"CP  _null _UNK _UNK LEX"
-6.02452953429,"CP  _null _could VP"
-8.881781766,"CP  _null _UNK _allow _UNK LEX"
-5.3903640835,"CP  _that IP"
-8.881781766,"CP  _null VP"
-8.881781766,"CP  _null _UNK LEX VP"
-6.32167698805,"CP  _null _'ll _UNK"
-3.29044320238,"CP  _UNK LEX _be PP"
-8.47109471391,"CP  LEX IP"
-6.14585159702,"CP  _UNK _could VP"
-7.6327655235,"CP  _UNK _'d _find"
-9.56970700257,"CP  _UNK _UNK LEX"
-9.56970700257,"CP  _UNK LEX _allow IP"
-8.87655982201,"CP  LEX LEX _stick"
-14.134055194,"CP  LEX VP"
-9.56970700257,"CP  LEX LEX LEX PP"
-9.56970700257,"CP  _null _UNK VP"
-5.84225808899,"CP  _UNK _UNK _like LEX VP"
-5.9163467872,"CP  LEX _UNK _cry"
-5.27597097184,"CP  LEX LEX _color"
-6.28395164887,"CP  _UNK LEX LEX _non-finite _make"
-7.3817848179,"CP  _UNK LEX _non-finite VP"
-9.56970700257,"CP  LEX _have _non-finite VP"
-9.36454716248,"IP  LEX _enjoy"
-1.72953096702,"IP  LEX _be"
-14.6091059785,"IP  LEX _help _UNK"
-8.09538754777,"IP  LEX _like _non-finite VP"
-7.87461439298,"IP  LEX _be VP"
-10.2048347868,"IP  _non-finite _talk LEX"
-11.9033686811,"IP  _present _know _UNK IP"
-14.6091059785,"IP  _UNK _love"
-9.82407187369,"IP  _present _stick"
-9.79937976544,"IP  _non-finite _wear"
-10.8503264737,"IP  _may LEX IP"
-10.6995116625,"IP  LEX _call PP"
-13.9159587979,"IP  LEX _UNK"
-11.5204290571,"IP  _UNK _make _UNK LEX"
-14.6091059785,"IP  LEX _hammer"
-14.6091059785,"IP  LEX _do LEX _on"
-11.778224997,"IP  _'d _find"
-8.22807346809,"IP  LEX _lose"
-2.09067168531,"IP  LEX"
-10.7403315893,"IP  LEX _like _UNK _UNK PP"
-7.54170805602,"IP  _non-finite LEX LEX"
-14.6091059785,"IP  _UNK _UNK PP"
-8.85898802368,"IP  LEX _UNK NP"
-9.41861365821,"IP  _UNK _try LEX VP"
-13.9171971882,"IP  _non-finite LEX _UNK LEX PP"
-6.53351487289,"IP  _will VP"
-5.66586039874,"IP  _can VP"
-14.6091059785,"IP  LEX _like LEX _eat"
-4.71986560003,"IP  _UNK LEX _UNK"
-7.14421180965,"IP  _'d VP"
-10.5006697526,"IP  LEX _fight PP"
-14.6091059785,"IP  _non-finite _peel"
-10.5861882942,"IP  LEX _crawl PP"
-14.6091059785,"IP  LEX _play _with"
-7.06672191364,"IP  LEX _go IP"
-8.91113242219,"IP  LEX _study"
-12.3087510933,"IP  _UNK _allow _UNK LEX"
-11.392609219,"IP  _UNK _forget IP"
-8.41309549111,"IP  LEX _UNK VP"
-14.6091059785,"IP  _UNK _allow IP"
-11.9712870391,"IP  _non-finite LEX"
-11.9033686811,"IP  _non-finite _wait _UNK IP"
-10.4068546401,"IP  _non-finite _put PP"
-14.6066337893,"IP  LEX IP"
-1.82181664929,"IP  _present VP"
-10.0576812834,"IP  _UNK _pretend LEX IP"
-11.1457708513,"IP  _will _have IP"
-14.6091059785,"IP  LEX _do"
-5.90129365486,"IP  _would VP"
-14.6091059785,"IP  _non-finite _chase"
-13.9159587979,"IP  _UNK _UNK LEX"
-13.9159587979,"IP  LEX _color"
-9.19992716508,"IP  LEX _shoot"
-13.9159587979,"IP  LEX _write PP"
-14.6091059785,"IP  LEX _break"
-10.4844098878,"IP  LEX _turn _UNK"
-14.6091059785,"IP  LEX _drive _UNK"
-9.51170273637,"IP  LEX LEX _UNK _ride"
-7.97957924783,"IP  LEX _fall"
-11.2786710671,"IP  LEX LEX"
-8.78263137872,"IP  LEX _tear"
-13.2246697783,"IP  _non-finite _UNK CP"
-12.0464440791,"IP  _UNK _look _like IP"
-13.9159587979,"IP  _UNK _put"
-10.827338267,"IP  _non-finite _hook"
-8.13000336525,"IP  LEX _start"
-9.94812179133,"IP  LEX _frighten"
-12.8194113458,"IP  LEX _suppose _non-finite LEX NP"
-14.6091059785,"IP  _UNK _draw"
-10.5510985023,"IP  LEX _float PP"
-10.827338267,"IP  _non-finite _do PP"
-10.8738555973,"IP  _present LEX VP"
-11.5204290571,"IP  _can LEX LEX _write PP"
-4.50544155177,"IP  LEX LEX _non-finite VP"
-11.244202903,"IP  LEX LEX _UNK _keep _UNK"
-6.5089948641,"IP  LEX _think CP"
-14.6091059785,"IP  LEX _draw NP"
-11.6157279592,"IP  _past _be NP"
-10.7828889562,"IP  LEX _UNK _non-finite LEX PP"
-6.54224115104,"IP  _UNK _think CP"
-10.8738555973,"IP  _could LEX VP"
-14.6091059785,"IP  _UNK _firm"
-8.32744550399,"IP  _UNK _want LEX _do"
-14.6091059785,"IP  LEX _cancel"
-12.1264708836,"IP  _UNK _UNK _null _must VP"
-6.96141441261,"IP  LEX _ask"
-13.2246697783,"IP  _non-finite _drive PP"
-13.9159587979,"IP  LEX _sit"
-9.07424025828,"IP  LEX _fit"
