"log_prob","rule"
-9.31646367356,"CP  _null LEX LEX"
-4.58432202586,"CP  _null _would _think"
-3.9447528758,"CP  _UNK LEX VP"
-6.03304932756,"CP  _UNK _past _win"
-6.43827407994,"CP  LEX _might VP"
-9.31646367356,"CP  LEX _UNK _work"
-3.42117827344,"CP  _null LEX VP"
-4.31200123857,"CP  LEX _'ll VP"
-9.31646367356,"CP  _UNK _present LEX"
-9.31646367356,"CP  LEX _could VP"
-9.31646367356,"CP  LEX LEX LEX NP"
-7.38160336069,"CP  _null LEX _make LEX"
-4.62876865582,"CP  _null _could LEX VP"
-2.10674418376,"CP  _UNK IP"
-13.6731725003,"CP  LEX"
-4.07702565783,"CP  _null _would VP"
-1.7369616556,"CP  _null IP"
-8.22643512859,"CP  _UNK _might _UNK IP"
-6.55596699709,"CP  _null _UNK _start _do"
-4.51707714313,"CP  _null _will _make"
-6.55596699709,"CP  _UNK _should _use"
-7.02548412669,"CP  LEX _could _start LEX"
-4.44646677419,"CP  _null _'ll LEX"
-7.38160336069,"CP  _UNK VP"
-6.55596699709,"CP  _null _would LEX _non-finite _eat"
-6.23773448044,"CP  _null LEX _non-finite _do"
-9.31646367356,"CP  _null LEX LEX _on"
-8.62974738333,"CP  LEX _could LEX VP"
-7.71733513079,"CP  LEX _UNK _UNK _non-finite _eat"
-7.53544544617,"CP  _null LEX LEX VP"
-4.40201928888,"CP  LEX _must VP"
-4.3456715085,"CP  _until IP"
-9.31646367356,"CP  LEX LEX VP"
-4.39479971788,"CP  LEX _might _need"
-4.36643163399,"CP  LEX _should _color"
-9.31646367356,"CP  _like LEX _do"
-2.68686334495,"CP  _null LEX _say"
-7.38160336069,"CP  _null _present _sit PP"
-8.22643512859,"CP  _UNK _UNK _like IP"
-3.50034506951,"CP  _UNK _present VP"
-1.66783388552,"CP  _null"
-6.76341921861,"CP  _that _UNK _do"
-6.55596699709,"CP  _UNK _present _do NP"
-2.1716214797,"CP  _UNK _present _be"
-6.38424480573,"CP  _that IP"
-7.13070053974,"CP  LEX _present VP"
-8.62974738333,"CP  _null _past _want LEX VP"
-3.33787006428,"CP  _that _present VP"
-4.50094945039,"CP  _null _could _do"
-7.92696930971,"CP  LEX IP"
-4.29233014829,"CP  LEX _win"
-5.66547248737,"CP  _UNK _present _UNK PP"
-9.31646367356,"CP  _null _might VP"
-6.28422640263,"CP  LEX _UNK _color"
-3.68034711236,"CP  LEX LEX _stick"
-13.6731725003,"CP  LEX VP"
-9.31646367356,"CP  _null _UNK VP"
-5.96162352062,"CP  _UNK _'d VP"
-4.46173273283,"CP  LEX _have _non-finite VP"
-9.97733815204,"IP  _past _use IP"
-7.14182306132,"IP  LEX _count"
-1.22848338879,"IP  LEX _be"
-11.2965484669,"IP  _would _UNK LEX VP"
-7.47690110624,"IP  LEX _like _non-finite VP"
-9.71726747365,"IP  _present _sing PP"
-8.99035663405,"IP  _UNK _think _UNK IP"
-14.589786371,"IP  _UNK _set"
-7.33125843802,"IP  LEX _sound PP"
-4.94737972887,"IP  LEX _put"
-6.55171556315,"IP  _present _go _UNK VP"
-14.589786371,"IP  LEX _push"
-9.76415006926,"IP  _may _try IP"
-13.4911740823,"IP  _UNK _do"
-7.90787032191,"IP  LEX _smell"
-2.06629857317,"IP  LEX"
-9.62265335979,"IP  _non-finite LEX LEX"
-8.55222428169,"IP  _non-finite _fee"
-5.60117175533,"IP  LEX _look _like"
-14.589786371,"IP  _UNK _draw NP"
-9.51729472097,"IP  LEX _spend"
-9.70966303056,"IP  _past _get VP"
-8.12168174043,"IP  LEX LEX VP"
-5.70801333543,"IP  _will VP"
-7.69074550228,"IP  _non-finite LEX _on"
-5.05969910781,"IP  _can VP"
-8.68711621561,"IP  _UNK LEX _on"
-9.81333922331,"IP  _UNK _have _UNK VP"
-11.8197278011,"IP  LEX _like LEX _eat"
-14.589786371,"IP  LEX _race"
-6.1063690769,"IP  _'d VP"
-6.99810282521,"IP  _UNK _want _non-finite VP"
-9.10767727999,"IP  LEX _know CP"
-7.88683971695,"IP  _past _win"
-9.7482770606,"IP  LEX _UNK IP"
-7.22225138225,"IP  LEX _play _with"
-14.589786371,"IP  _past _say"
-5.03317956446,"IP  LEX _think _null IP"
-8.16923407693,"IP  LEX _wash"
-6.88227902209,"IP  LEX _miss"
-10.3729379779,"IP  _UNK LEX IP"
-4.49594235501,"IP  LEX _call"
-11.1266650693,"IP  LEX _UNK _non-finite LEX"
-7.19676216024,"IP  LEX _think _null LEX VP"
-10.6804083699,"IP  _will _have LEX VP"
-7.34825598185,"IP  LEX _UNK VP"
-10.8788474438,"IP  _past _UNK _like IP"
-6.26766216359,"IP  _non-finite LEX"
-9.61573304638,"IP  _non-finite _firm"
-8.62632482891,"IP  _non-finite _put PP"
-14.5870945793,"IP  LEX IP"
-1.87980299227,"IP  _present VP"
-2.4295551471,"IP  LEX _do"
-4.93106909232,"IP  _would VP"
-7.42621736679,"IP  LEX _put _on"
-14.589786371,"IP  _non-finite _set"
-7.35398664547,"IP  _present _like _non-finite _eat"
-6.97521628491,"IP  LEX _throw"
-8.46125306305,"IP  _would _like LEX VP"
-4.59710248744,"IP  LEX _make"
-9.53622240809,"IP  LEX _saw IP"
-14.589786371,"IP  _non-finite _do"
-13.4911740823,"IP  LEX LEX"
-10.8312224607,"IP  LEX _know _UNK LEX VP"
-10.8082343709,"IP  _present _tell IP"
-14.589786371,"IP  _non-finite _stay"
-9.78844223017,"IP  LEX _let _present _get"
-9.31947200947,"IP  _past _UNK _null IP"
-9.62265335979,"IP  _non-finite _hook"
-9.81333922331,"IP  _present _want CP"
-9.7721820666,"IP  _present _remember VP"
-9.52356422775,"IP  LEX _provide"
-14.589786371,"IP  LEX _open PP"
-7.5994678232,"IP  LEX _start"
-6.03453372511,"IP  LEX _go PP"
-7.89544784362,"IP  _past _say CP"
-12.5127061055,"IP  _might _UNK IP"
-11.6479042114,"IP  LEX LEX _non-finite _draw NP"
-9.57518769261,"IP  LEX _make IP"
-7.32147501019,"IP  _UNK _UNK _non-finite VP"
-14.589786371,"IP  _UNK _UNK _non-finite _eat"
-12.1943444851,"IP  _UNK _use IP"
-9.32978123551,"IP  LEX _UNK _UNK VP"
-13.8966391904,"IP  _could LEX VP"
-8.54038989975,"IP  _past _tell _null IP"
-5.5870800559,"IP  _present _be PP"
-9.78027909963,"IP  _non-finite _wait CP"
-9.13715276265,"IP  LEX LEX _non-finite"
-8.95056877301,"IP  _would _like _non-finite _play PP"
