"log_prob","rule"
-3.51626671145,"CP  _UNK LEX"
-4.18531634043,"CP  LEX _UNK"
-4.18531634043,"CP  LEX _UNK LEX"
-0.516882577474,"CP  _UNK IP"
-4.13879632479,"CP  LEX"
-4.18531634043,"CP  _UNK LEX _UNK PP"
-4.18531634043,"CP  LEX _UNK _UNK _of"
-3.49216915987,"CP  LEX LEX VP"
-1.58793170721,"CP  _UNK LEX LEX"
-4.18531634043,"CP  LEX _UNK VP"
-4.18531634043,"CP  _UNK _UNK VP"
-3.46863866246,"CP  LEX IP"
-7.22983877815,"CP  LEX VP"
-11.8014672308,"IP  _UNK _UNK _as"
-3.10787613342,"IP  LEX _UNK _UNK"
-10.5918398765,"IP  _shall LEX"
-3.97110779824,"IP  LEX _be"
-11.6902731783,"IP  _UNK LEX _non-finite LEX"
-12.1496489204,"IP  LEX LEX LEX VP"
-9.83914793953,"IP  _UNK LEX LEX _UNK VP"
-5.09138713829,"IP  _present LEX"
-14.6298915804,"IP  LEX _UNK"
-9.02897227232,"IP  _UNK LEX"
-8.44876152799,"IP  LEX LEX LEX _UNK LEX"
-14.6298915804,"IP  _UNK _UNK _of"
-10.9459736529,"IP  LEX _bounce"
-9.27837030925,"IP  _can LEX"
-12.0696389047,"IP  _UNK LEX _like"
-10.0499611109,"IP  _UNK _UNK LEX LEX VP"
-10.7228556088,"IP  _UNK _lose"
-8.70007295687,"IP  _UNK _drink"
-11.5437063124,"IP  LEX _UNK _UNK VP"
-9.23228028609,"IP  LEX _read"
-11.8014672308,"IP  _UNK IP"
-14.6298915804,"IP  _non-finite _UNK PP"
-2.11395121527,"IP  LEX"
-12.2366216627,"IP  LEX LEX _UNK LEX"
-10.9459736529,"IP  _UNK _kill"
-12.3318854829,"IP  LEX _UNK _UNK LEX"
-11.6389933068,"IP  _UNK _firm"
-13.2474115913,"IP  _UNK _help LEX"
-12.3318854829,"IP  _UNK _be VP"
-10.3041801797,"IP  _UNK LEX _UNK VP"
-10.475699049,"IP  _past VP"
-9.81465793961,"IP  _UNK _hurt"
-6.24287182899,"IP  _UNK VP"
-10.3864125242,"IP  LEX _talk PP"
-10.3864125242,"IP  _UNK _UNK PP"
-11.9265903705,"IP  _non-finite _eat"
-11.9955589552,"IP  LEX _UNK NP"
-19.9130953091,"IP  LEX CP"
-9.31683564633,"IP  _non-finite"
-0.333299108307,"IP  _UNK _UNK"
-10.1805740293,"IP  LEX LEX VP"
-10.1575858593,"IP  _will VP"
-11.2336132146,"IP  LEX _sit LEX"
-10.8736618891,"IP  LEX _think LEX"
-13.5346691254,"IP  _UNK _UNK CP"
-11.9955589552,"IP  _UNK _call"
-12.1496489204,"IP  _UNK LEX _UNK"
-11.9955589552,"IP  LEX LEX _UNK VP"
-10.5238558971,"IP  LEX LEX LEX"
-7.5440623315,"IP  _UNK LEX PP"
-13.5329727722,"IP  _non-finite LEX PP"
-13.5346691254,"IP  _UNK _look _at"
-8.8389073915,"IP  LEX _UNK IP"
-8.56654325141,"IP  _UNK _find"
-13.9392856972,"IP  _UNK _present VP"
-14.6298915804,"IP  _should VP"
-13.2474115913,"IP  LEX _UNK LEX VP"
-13.2474115913,"IP  _would LEX"
-13.5346691254,"IP  _UNK LEX IP"
-12.3288304907,"IP  _non-finite VP"
-9.1501625463,"IP  LEX _draw"
-8.88239181421,"IP  _UNK _buy"
-11.3025939405,"IP  _UNK _feed"
-14.6298915804,"IP  _UNK _eat"
-10.4760178503,"IP  _UNK _save"
-10.5742737755,"IP  LEX _UNK VP"
-12.1496489204,"IP  _might VP"
-12.1496489204,"IP  _UNK LEX CP"
-9.74459316117,"IP  _UNK _UNK VP"
-13.5346691254,"IP  _UNK LEX _UNK IP"
-9.97149342445,"IP  _should LEX"
-9.27837030925,"IP  _UNK _cook"
-7.4015178637,"IP  LEX _UNK PP"
-6.52575416233,"IP  LEX _get"
-9.38792972522,"IP  LEX _look LEX"
-7.19247896043,"IP  _non-finite LEX"
-11.6902731783,"IP  _UNK _UNK LEX _UNK _UNK _of"
-19.9130953091,"IP  LEX IP"
-19.9130953091,"IP  LEX NP"
-11.0784670871,"IP  _present VP"
-6.57128319781,"IP  LEX LEX PP"
-4.94747453901,"IP  LEX _do"
-9.4092065462,"IP  _would VP"
-8.87919000035,"IP  _UNK _UNK LEX"
-19.9130953091,"IP  LEX PP"
-2.6086440493,"IP  LEX VP"
-13.2474115913,"IP  LEX _cool"
-10.8736618891,"IP  LEX _do LEX"
-11.6902731783,"IP  LEX _come PP"
-12.6883419033,"IP  LEX _turn _UNK"
-6.28242507736,"IP  _past LEX"
-8.74045132672,"IP  LEX LEX"
-9.84744639098,"IP  LEX _grow"
-11.5437063124,"IP  _UNK LEX LEX VP"
-13.2474115913,"IP  _UNK LEX _non-finite VP"
-7.1573735209,"IP  _UNK _make"
-9.57235332596,"IP  LEX _ride"
-10.3235683985,"LEX  _under"
-10.285830925,"LEX  _study"
-11.3841834879,"LEX  _cry"
-10.1159434847,"LEX  _shut"
-11.789481665,"LEX  _sit"
-9.79750683224,"LEX  _'ll"
-13.5797400081,"LEX  _catch"
-10.1476901629,"LEX  _bear"
-12.1946964289,"LEX  _in"
-13.5797400081,"LEX  _show"
-11.0166385107,"LEX  _light"
-10.3235683985,"LEX  _brush"
