"log_prob","rule"
-7.79883008255,"CP  _UNK LEX VP"
-5.75756675126,"CP  LEX _present LEX _like"
-5.75756675126,"CP  _null _UNK _saw"
-7.80380934595,"CP  _null _UNK LEX LEX"
-6.55175972905,"CP  _that LEX VP"
-7.39889902288,"CP  LEX _will VP"
-7.58099862872,"CP  LEX LEX _bring"
-1.76818064183,"CP  _null LEX VP"
-6.62630693986,"CP  _UNK _past _come PP"
-9.18512444367,"CP  _UNK _present _be PP"
-6.99380394253,"CP  _UNK _would LEX _non-finite LEX"
-5.43041384395,"CP  _UNK _'ll _UNK"
-7.11149445841,"CP  _UNK LEX LEX _of"
-5.82424329777,"CP  _null _UNK _like IP"
-7.80380934595,"CP  LEX _present _UNK NP"
-7.24490690961,"CP  _null LEX LEX _non-finite"
-6.99380394253,"CP  LEX _present LEX _study _UNK"
-5.63623046685,"CP  LEX LEX _start LEX"
-5.4074278488,"CP  LEX LEX _like _non-finite LEX"
-6.88851744885,"CP  LEX _could VP"
-9.18512444367,"CP  LEX LEX LEX NP"
-5.85932640932,"CP  LEX LEX _do NP"
-9.18512444367,"CP  _like IP"
-3.70258335708,"CP  _UNK IP"
-5.00201323936,"CP  _UNK _UNK _have"
-8.09093694098,"CP  LEX _present _cook"
-14.2024042805,"CP  LEX"
-7.39889902288,"CP  LEX LEX _use _UNK"
-5.93341607098,"CP  LEX _should LEX"
-1.73007495577,"CP  _null IP"
-6.99380394253,"CP  _UNK _present _sit _UNK"
-9.18512444367,"CP  _UNK _past VP"
-6.41876368427,"CP  _UNK _present _cry"
-6.79326783657,"CP  _null LEX LEX _study PP"
-5.2403970709,"CP  _null LEX _bring"
-5.93341607098,"CP  _UNK LEX _UNK NP"
-5.4074278488,"CP  LEX _might LEX"
-3.19281588198,"CP  _UNK LEX LEX _for"
-6.14661182951,"CP  _null _present VP"
-6.70630693531,"CP  _null _UNK _make _of"
-4.94317851078,"CP  LEX _UNK LEX _non-finite _eat"
-5.38495835945,"CP  LEX LEX _look PP"
-5.82424329777,"CP  _that LEX LEX"
-6.79205718267,"CP  _until IP"
-8.49197726311,"CP  LEX LEX VP"
-5.75756675126,"CP  _UNK _could LEX VP"
-5.75756675126,"CP  LEX _might _need"
-8.09093694098,"CP  _null LEX _like IP"
-9.18512444367,"CP  LEX _non-finite VP"
-9.18512444367,"CP  _UNK LEX LEX"
-4.72578424232,"CP  LEX _present _say"
-5.85932640932,"CP  LEX _'ll _get"
-7.39889902288,"CP  LEX _would _like IP"
-9.18512444367,"CP  LEX _UNK _allow LEX VP"
-7.58099862872,"CP  _null _would _UNK"
-3.30842802797,"CP  _null LEX _be"
-7.39889902288,"CP  LEX _present _like LEX LEX"
-6.30102692669,"CP  LEX LEX _come PP"
-8.49197726311,"CP  LEX LEX _UNK PP"
-7.39889902288,"CP  _null LEX _stick"
-9.18512444367,"CP  _null LEX LEX PP"
-1.89331937429,"CP  _null"
-5.82424329777,"CP  _UNK LEX _cry"
-6.70630693531,"CP  _null _should VP"
-5.55400740346,"CP  _null _could VP"
-6.01343741684,"CP  _that IP"
-6.19537026829,"CP  LEX _UNK VP"
-5.63604004506,"CP  _UNK _UNK VP"
-1.74052342994,"CP  LEX _present VP"
-7.80048708376,"CP  _null VP"
-6.24697919157,"CP  _null _past _saw"
-6.88851744885,"CP  _UNK _would VP"
-5.24026889042,"CP  _that _present VP"
-9.18512444367,"CP  LEX _have IP"
-3.53191517882,"CP  LEX IP"
-5.97262653041,"CP  _UNK _could VP"
-7.24490690961,"CP  _null _have LEX VP"
-3.9552915632,"CP  _UNK _present _UNK PP"
-5.93341607098,"CP  _UNK _might LEX LEX"
-7.39778976042,"CP  _null _might VP"
-6.62630693986,"CP  _UNK LEX LEX _do"
-9.18512444367,"CP  LEX LEX LEX _non-finite"
-9.18512444367,"CP  _UNK LEX _allow IP"
-14.2024042805,"CP  LEX VP"
-6.01343741684,"CP  _UNK _UNK _make PP"
-4.80965902186,"CP  LEX _UNK _like IP"
-9.18512444367,"CP  _null _UNK VP"
-4.92899521704,"CP  _null LEX _UNK LEX"
-5.29981264311,"CP  LEX LEX _color"
-7.11149445841,"CP  LEX LEX _use _for"
-5.43041384395,"CP  _UNK _UNK LEX LEX"
-6.35816356235,"CP  _null _'d _find"
-6.05598495739,"CP  _UNK _present _make PP"
-9.18512444367,"CP  _UNK LEX LEX VP"
-4.98697686946,"CP  LEX _must LEX"
