"log_prob","rule"
-4.6864342572,"CP  _null _would _think"
-8.69513014989,"CP  _UNK LEX VP"
-9.38827733045,"CP  LEX _present _come"
-8.70349839956,"CP  _UNK LEX _UNK _of"
-3.00809829797,"CP  _null LEX VP"
-6.35975523408,"CP  _like LEX VP"
-4.49968412893,"CP  _null _must VP"
-9.38827733045,"CP  LEX LEX _UNK _for"
-9.38827733045,"CP  LEX _could VP"
-5.74108830339,"CP  LEX _present _stick"
-6.76481719765,"CP  LEX _past _win"
-1.38677156222,"CP  _UNK IP"
-6.14633623265,"CP  _null _present _allow IP"
-13.4826218927,"CP  LEX"
-1.28415812135,"CP  _null IP"
-4.830198752,"CP  _null LEX _like LEX _eat"
-6.18553088751,"CP  _UNK _present _cry"
-6.45975380659,"CP  _until _present VP"
-8.70349839956,"CP  LEX _might LEX _non-finite"
-4.00684505719,"CP  _null _'ll LEX"
-5.43447279101,"CP  _UNK _'ll LEX"
-6.313271876,"CP  _null _could _UNK VP"
-8.70349839956,"CP  _until IP"
-6.51377151433,"CP  LEX _might _need"
-6.51377151433,"CP  LEX _should _color"
-2.57095746561,"CP  _null LEX _UNK"
-6.26885358456,"CP  LEX _will _make"
-1.63358854317,"CP  _null"
-9.38827733045,"CP  _UNK _non-finite VP"
-4.57636401452,"CP  _that IP"
-3.73170293878,"CP  _null VP"
-6.00332225489,"CP  _that LEX _like"
-9.38827733045,"CP  _that _present VP"
-13.4826218927,"CP  LEX IP"
-5.69109907352,"CP  _UNK _could VP"
-7.00564952978,"CP  LEX _win"
-8.70349839956,"CP  LEX _might LEX _UNK"
-3.85594241604,"CP  _null _might VP"
-6.45975380659,"CP  _UNK _'d _find"
-4.5927623049,"CP  _null _might _need"
-6.35975523408,"CP  _UNK _present _allow IP"
-6.45975380659,"CP  _null _UNK _like _non-finite"
-6.18485361014,"CP  LEX VP"
-6.76481719765,"CP  _null _UNK VP"
-6.76481719765,"CP  LEX LEX _UNK _non-finite _eat"
-7.85169675299,"IP  _present _be NP"
-1.22759736387,"IP  LEX _be"
-14.5904640604,"IP  LEX _go"
-7.72959445532,"IP  LEX _juggle"
-6.1459853618,"IP  LEX _be VP"
-9.67339852606,"IP  _past _swim PP"
-9.69553917131,"IP  LEX _bet CP"
-11.0098002856,"IP  _UNK _keep VP"
-14.5904640604,"IP  _present _stick"
-6.89039190978,"IP  LEX _spell"
-5.34326279561,"IP  _present _want _non-finite VP"
-13.8973168799,"IP  LEX _UNK"
-8.51117529473,"IP  LEX _sit PP"
-9.74134767851,"IP  _may _try IP"
-14.5904640604,"IP  _UNK _write _on"
-9.78933166052,"IP  _'d _find"
-8.16045609879,"IP  LEX _pour"
-14.5904640604,"IP  _present _come"
-10.3029011897,"IP  _UNK _pretend CP"
-4.06667888792,"IP  LEX"
-14.5904640604,"IP  _non-finite LEX LEX"
