Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"past hear <WUG> that past bake","(START  (IP  (LEX  past) (VP  (LEX  hear) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  bake))))))))","(START (IP (LEX past ) (LEX hear ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX bake ) ) )",-68.2163003773,-68.3615982178,0.864764692867,0.404688086974,0.0168645537515,208.721280837,15.,8.00161782785,2.86620277367;1.13515359519;1.00009459011;1.00009459011;1.00000105748;1.00007122128;3.1354855607
"past <WUG> <WUG> that past catch","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  catch))))))))","(START (IP (LEX past ) (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX catch ) ) )",-98.1618515248,-98.3071690566,0.864747664616,0.404922261783,0.0138102658386,302.606790268,21.,8.0016574029,2.8662027543;1.13515361476;1.00011427945;1.00011427945;1.00000125508;1.00007121987;3.13554464731
"past make <WUG> that should clean","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  should) (VP  (LEX  clean))))))))","(START (IP (LEX past ) (LEX make ) (LEX <WUG> ) (LEX that ) (LEX should ) (LEX clean ) ) )",-68.421698597,-68.5670240324,0.864740830052,0.404947102346,0.0160923465437,209.367753259,15.,8.00170060463,2.86620274653;1.13515362261;1.00012218208;1.00012218208;1.00000105745;1.00009881389;3.13559595726
"past <WUG> <WUG> that past win","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  win))))))))","(START (IP (LEX past ) (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX win ) ) )",-98.1535647348,-98.2988625752,0.864764692867,0.404688086974,0.0138353843396,302.579200443,15.,8.00161782785,2.86620277367;1.13515359519;1.00009459011;1.00009459011;1.00000105748;1.00007122128;3.1354855607
"past make <WUG> that would <WUG>","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  <WUG>))))))))","(START (IP (LEX past ) (LEX make ) (LEX <WUG> ) (LEX that ) (LEX would ) (LEX <WUG> ) ) )",-98.3383206143,-98.4836580742,0.86473043203,0.405107126399,0.0131254939258,303.17607452,24.,8.00172331335,2.8662027347;1.13515363456;1.00013420505;1.00013420505;1.00000557488;1.00009741071;3.13562618362
"past <WUG> <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP (LEX past ) (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX <WUG> ) ) )",-128.088269918,-128.233578772,0.864755168745,0.404832643977,0.0108139160083,396.440795427,24.,8.00163991801,2.86620276283;1.13515360614;1.00010560261;1.00010560261;1.00000557503;1.00007122049;3.1355141569
"past <WUG> <WUG> that past wrap","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  wrap))))))))","(START (IP (LEX past ) (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX wrap ) ) )",-98.1617886347,-98.3070864751,0.864764692867,0.404688086974,0.0138106382047,302.604986363,15.,8.00161782785,2.86620277367;1.13515359519;1.00009459011;1.00009459011;1.00000105748;1.00007122128;3.1354855607
"past make <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP (LEX past ) (LEX make ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX <WUG> ) ) )",-98.0221206979,-98.1674295519,0.864755168745,0.404832643977,0.0142595382144,302.178799275,24.,8.00163991801,2.86620276283;1.13515360614;1.00010560261;1.00010560261;1.00000557503;1.00007122049;3.1355141569
"past make <WUG> that present play","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  present) (VP  (LEX  play))))))))","(START (IP (LEX past ) (LEX make ) (LEX <WUG> ) (LEX that ) (LEX present ) (LEX play ) ) )",-68.3043216926,-68.4591327992,0.856576963997,0.465063000024,0.0164157092281,209.66363212,30.,8.01769669423,2.86619346098;1.13516300229;1.00956185266;1.00956185266;1.00000136549;1.00648209431;3.16104091232
"past <WUG> <WUG> that would finish","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  finish))))))))","(START (IP (LEX past ) (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX would ) (LEX finish ) ) )",-98.4770270629,-98.6224894648,0.864622397585,0.406367276239,0.0126786712851,303.606923533,24.,8.00197324937,2.86620261182;1.13515375868;1.00025912253;1.00025912253;1.00011533889;1.00009739854;3.13589139886
"past hear <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  hear) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP (LEX past ) (LEX hear ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX <WUG> ) ) )",-98.1438546005,-98.2891634545,0.864755168745,0.404832643977,0.0138646145576,302.560453759,24.,8.00163991801,2.86620276283;1.13515360614;1.00010560261;1.00010560261;1.00000557503;1.00007122049;3.1355141569
"past <WUG> <WUG> that could <WUG>","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  could) (VP  (LEX  <WUG>))))))))","(START (IP (LEX past ) (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX could ) (LEX <WUG> ) ) )",-128.413543109,-128.558774958,0.864821761506,0.404003913839,0.00965297425998,397.444665046,18.,8.00141541262,2.86620283858;1.13515352963;1.0000286031;1.0000286031;1.00000557546;1.00000071481;3.13521257404
"past <WUG> <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP (LEX past ) (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX <WUG> ) ) )",-128.088269918,-128.233578772,0.864755168745,0.404832643977,0.0108139160083,396.440795427,24.,8.00163991801,2.86620276283;1.13515360614;1.00010560261;1.00010560261;1.00000557503;1.00007122049;3.1355141569
"past make <WUG> that past see","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  see))))))))","(START (IP (LEX past ) (LEX make ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX see ) ) )",-67.9398119524,-68.0851097928,0.864764692867,0.404688086974,0.0177615767633,207.854395784,15.,8.00161782785,2.86620277367;1.13515359519;1.00009459011;1.00009459011;1.00000105748;1.00007122128;3.1354855607
