Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP present (VP think (CP null (IP (LEX null ) <WUG> (PP from ) ) ) ) ) )",-53.7825030048,-54.1732864075,0.67652667402,1.04521033876,0.343245507199,267.081191531,259.,7.22110504362,2.00247052111;0.94363317411;1.02747068078;1.99842260563;1.00077672115;1.00007349251;5.89009097741
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP present (VP think (CP null (IP (LEX null ) <WUG> (PP <WUG> ) ) ) ) ) )",-84.2903102366,-85.3921793075,0.332249505109,1.97086801215,0.33137528665,441.785830181,301.,7.13567584417,2.00247967983;0.947129601168;1.02540995286;1.92352539594;1.00162508926;1.00356303458;5.71948439376
"present think null null <WUG> with","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  with))))))))","(START (IP present (VP think (CP null (IP (LEX null ) <WUG> (PP with ) ) ) ) ) )",-52.1039973658,-52.488120801,0.681047356792,1.00840865782,0.387534981768,257.205826074,259.,7.22210058942,2.00247036802;0.943574728203;1.02750512769;1.99967457952;1.00077882545;1.00001516169;5.89114824619
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP present (VP think (CP null (IP (LEX null ) <WUG> (PP <WUG> ) ) ) ) ) )",-84.2903102366,-85.3921793075,0.332249505109,1.97086801215,0.33137528665,441.785830181,301.,7.13567584417,2.00247967983;0.947129601168;1.02540995286;1.92352539594;1.00162508926;1.00356303458;5.71948439376
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP present (VP think (CP null (IP (LEX null ) <WUG> (PP from ) ) ) ) ) )",-53.7825030048,-54.1732864075,0.67652667402,1.04521033876,0.343245507199,267.081191531,259.,7.22110504362,2.00247052111;0.94363317411;1.02747068078;1.99842260563;1.00077672115;1.00007349251;5.89009097741
"present think null null picture of","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  picture) (PP  (LEX  of))))))))","(START (IP present (VP think (CP null (IP (LEX null ) (NP picture of ) ) ) ) ) )",-18.5802234256,-18.6776907831,0.907131952167,0.425369086237,0.431571087379,83.7916301495,196.,6.97368590568,2.00247032826;0.943559550967;1.02751407286;1.99999969216;1.0000307835;0.000163870971001;5.88969829422
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP present (VP think (CP null (IP (LEX null ) <WUG> (PP from ) ) ) ) ) )",-53.7825030048,-54.1732864075,0.67652667402,1.04521033876,0.343245507199,267.081191531,259.,7.22110504362,2.00247052111;0.94363317411;1.02747068078;1.99842260563;1.00077672115;1.00007349251;5.89009097741
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP present (VP think (CP null (IP (LEX null ) <WUG> (PP from ) ) ) ) ) )",-53.7825030048,-54.1732864075,0.67652667402,1.04521033876,0.343245507199,267.081191531,259.,7.22110504362,2.00247052111;0.94363317411;1.02747068078;1.99842260563;1.00077672115;1.00007349251;5.89009097741
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP present (VP think (CP null (IP (LEX null ) <WUG> (PP <WUG> ) ) ) ) ) )",-84.2903102366,-85.3921793075,0.332249505109,1.97086801215,0.33137528665,441.785830181,301.,7.13567584417,2.00247967983;0.947129601168;1.02540995286;1.92352539594;1.00162508926;1.00356303458;5.71948439376
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP present (VP think (CP null (IP (LEX null ) <WUG> (PP <WUG> ) ) ) ) ) )",-84.2903102366,-85.3921793075,0.332249505109,1.97086801215,0.33137528665,441.785830181,301.,7.13567584417,2.00247967983;0.947129601168;1.02540995286;1.92352539594;1.00162508926;1.00356303458;5.71948439376
"present think null null <WUG> for","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  for))))))))","(START (IP present (VP think (CP null (IP (LEX null ) <WUG> (PP for ) ) ) ) ) )",-50.8633801416,-51.2462304942,0.681914938451,0.999416086972,0.521354064203,249.897131091,259.,7.22229164845,2.00247033864;0.943563511624;1.02751173853;1.99991485065;1.0007792293;1.0000039672;5.89135115072
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP present (VP think (CP null (IP (LEX null ) <WUG> (PP <WUG> ) ) ) ) ) )",-84.2903102366,-85.3921793075,0.332249505109,1.97086801215,0.33137528665,441.785830181,301.,7.13567584417,2.00247967983;0.947129601168;1.02540995286;1.92352539594;1.00162508926;1.00356303458;5.71948439376
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP present (VP think (CP null (IP (LEX null ) <WUG> (PP <WUG> ) ) ) ) ) )",-84.2903102366,-85.3921793075,0.332249505109,1.97086801215,0.33137528665,441.785830181,301.,7.13567584417,2.00247967983;0.947129601168;1.02540995286;1.92352539594;1.00162508926;1.00356303458;5.71948439376
"present think null null waste from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  waste) (PP  (LEX  from))))))))","(START (IP present (VP think (CP null (IP (LEX null ) (LEX waste ) (PP from ) ) ) ) ) )",-27.5109027625,-27.6205821468,0.89612139983,0.500770924142,0.343430341791,137.778273591,133.,7.97048093201,2.00247110821;0.943857302861;1.02733858353;1.99362152792;1.00314080882;1.00007343132;5.88715658461
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP present (VP think (CP null (IP (LEX null ) <WUG> (PP from ) ) ) ) ) )",-53.7825030048,-54.1732864075,0.67652667402,1.04521033876,0.343245507199,267.081191531,259.,7.22110504362,2.00247052111;0.94363317411;1.02747068078;1.99842260563;1.00077672115;1.00007349251;5.89009097741
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP present (VP think (CP null (IP (LEX null ) <WUG> (PP <WUG> ) ) ) ) ) )",-84.2903102366,-85.3921793075,0.332249505109,1.97086801215,0.33137528665,441.785830181,301.,7.13567584417,2.00247967983;0.947129601168;1.02540995286;1.92352539594;1.00162508926;1.00356303458;5.71948439376
