Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"past hear <WUG> that past bake","(START  (IP  (LEX  past) (VP  (LEX  hear) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  bake))))))))","(START (IP past (VP (LEX hear ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX bake ) ) ) )",-69.2223415214,-69.2258771058,0.996470658463,0.0237572641456,0.0119891300649,262.369165308,14.,8.00359687667,2.00348253825;2.;1.00004696685;1.00004696685;1.0000001177;1.00002028701;4.00015301483
"past <WUG> <WUG> that past catch","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  catch))))))))","(START (IP past (VP (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX catch ) ) ) )",-99.1394958834,-99.1430371816,0.996464964756,0.0238347969684,0.00902043059203,382.03823623,20.,8.00360831999,2.00348253825;2.;1.00005268046;1.00005268046;1.00000013393;1.00002028689;4.00016910089
"past make <WUG> that should clean","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  should) (VP  (LEX  clean))))))))","(START (IP past (VP (LEX make ) (LEX <WUG> ) (LEX that ) (LEX should ) (LEX clean ) ) ) )",-69.228737694,-69.2337485845,0.995001643065,0.0347405932709,0.0119598993391,262.493724174,14.,8.00503571237,2.00348253825;2.;1.00152111603;1.00152111603;1.00000011753;1.00000379667;4.00306601194
"past <WUG> <WUG> that past win","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  win))))))))","(START (IP past (VP (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX win ) ) ) )",-99.1394115397,-99.1429526683,0.996465133812,0.0238326619914,0.00902068166979,382.037885431,20.,8.00360798021,2.00348253825;2.;1.00005251081;1.00005251081;1.00000013345;1.0000202869;4.00016862326
"past make <WUG> that would <WUG>","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  <WUG>))))))))","(START (IP past (VP (LEX make ) (LEX <WUG> ) (LEX that ) (LEX would ) (LEX <WUG> ) ) ) )",-99.1585227366,-99.1620410728,0.996487845836,0.0235564418277,0.00896243570064,382.114884867,18.,8.00354590156,2.00348253825;2.;1.00002971941;1.00002971941;1.00000105516;1.00000380234;4.00008356606
"past <WUG> <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP past (VP (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX <WUG> ) ) ) )",-129.054634616,-129.058172697,0.99646817059,0.0237943954791,0.00605773138353,501.703302618,22.,8.00360187419,2.00348253825;2.;1.00004946342;1.00004946342;1.00000105513;1.00002028696;4.00015928288
"past <WUG> <WUG> that past wrap","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  wrap))))))))","(START (IP past (VP (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX wrap ) ) ) )",-99.1395015973,-99.1430371816,0.996470658463,0.0237572641456,0.00902045740224,382.037805883,14.,8.00359687667,2.00348253825;2.;1.00004696685;1.00004696685;1.0000001177;1.00002028701;4.00015301483
"past make <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP past (VP (LEX make ) (LEX <WUG> ) (LEX that ) (LEX past ) (LEX <WUG> ) ) ) )",-99.1254985713,-99.1290366524,0.99646817059,0.0237943954791,0.00906217177001,381.986758441,22.,8.00360187419,2.00348253825;2.;1.00004946342;1.00004946342;1.00000105513;1.00002028696;4.00015928288
"past make <WUG> that present play","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  present) (VP  (LEX  play))))))))","(START (IP past (VP (LEX make ) (LEX <WUG> ) (LEX that ) (LEX present ) (LEX play ) ) ) )",-68.4116714563,-68.4166489621,0.995034861505,0.0354048532433,0.0157641528143,259.227642663,22.,8.00602012744,2.00348253825;2.;1.0014877815;1.0014877815;1.00000014293;1.00102904142;4.00401541615
"past <WUG> <WUG> that would finish","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  finish))))))))","(START (IP past (VP (LEX <WUG> ) (LEX <WUG> ) (LEX that ) (LEX would ) (LEX finish ) ) ) )",-99.162695413,-99.1662125231,0.996489067621,0.0235378297131,0.00894993936843,382.128974833,12.,8.00354344502,2.00348253825;2.;1.00002849336;1.00002849336;1.0000001177;1.00000380234;4.00008110954
