Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"past hear <WUG> that past bake","(START  (IP  (LEX  past) (VP  (LEX  hear) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  bake))))))))","(START (IP (LEX past ) (LEX hear ) (NP (LEX <WUG> ) (CP that (IP past (LEX bake ) ) ) ) ) )",-77.9209662944,-78.7786294901,0.424152085563,1.44409936076,0.00580706899188,322.723276341,36.,9.32858396171,2.63661307707;1.3687262821;2.;1.3064583357;1.00038485541;1.01665875583;6.37489625939
"past <WUG> <WUG> that past catch","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  catch))))))))","(START (IP past (VP <WUG> (NP (LEX <WUG> ) (CP that (IP past (LEX catch ) ) ) ) ) ) )",-105.568096899,-106.528202519,0.382852446763,1.94245085544,0.00380281820301,419.401099208,72.,8.59627224229,2.33453182963;1.09706708503;2.;1.3064583357;1.00038485541;1.01665875583;6.6814160823
"past make <WUG> that should clean","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  should) (VP  (LEX  clean))))))))","(START (IP (LEX past ) (LEX make ) (NP (LEX <WUG> ) (CP that (IP should (VP clean ) ) ) ) ) )",-79.8438323945,-81.7454536774,0.149326322637,2.66374653403,0.0058330754708,331.586333265,57.,9.25983300398,2.63661307707;1.3687262821;2.;1.49411185334;1.01363286474;1.03075526027;6.07817034742
"past <WUG> <WUG> that past win","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  win))))))))","(START (IP past (VP <WUG> (NP (LEX <WUG> ) (CP that (IP past (LEX win ) ) ) ) ) ) )",-105.465476128,-106.596578585,0.322677322269,2.50915187487,0.00373220848558,418.741459357,126.,8.58275433498,2.33453182963;1.09706708503;2.;1.33400440156;1.06490719045;1.01404040322;6.53907535331
"past make <WUG> that would <WUG>","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  <WUG>))))))))","(START (IP (LEX past ) (LEX make ) (NP (LEX <WUG> ) (CP (LEX that ) would (LEX <WUG> ) ) ) ) )",-108.936235969,-110.490910895,0.211258046158,2.48697542086,0.00457303190329,506.427980395,60.,9.23954191837,2.63661307707;1.3687262821;2.;1.53194476634;1.02595381764;1.02863209188;6.01422797449
"past <WUG> <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP past (VP <WUG> (NP (LEX <WUG> ) (CP that (IP past (LEX <WUG> ) ) ) ) ) ) )",-134.950521839,-136.09181029,0.319407216013,2.41515093346,0.00162340886598,615.663689136,126.,8.59543377578,2.33453182963;1.09706708503;2.;1.30884163004;1.00740795158;1.01389811367;6.67261081912
"past <WUG> <WUG> that past wrap","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  wrap))))))))","(START (IP past (VP <WUG> (NP (LEX <WUG> ) (CP that (IP past (LEX wrap ) ) ) ) ) ) )",-105.879436285,-106.839541905,0.382852446763,1.94245085544,0.00321385804855,421.481287189,72.,8.59627224229,2.33453182963;1.09706708503;2.;1.3064583357;1.00038485541;1.01665875583;6.6814160823
"past make <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP (LEX past ) (LEX make ) (NP (LEX <WUG> ) (CP that (IP past (LEX <WUG> ) ) ) ) ) )",-107.002086154,-108.040932181,0.353862794821,1.91679943878,0.00419528579733,508.184643992,63.,9.3277454952,2.63661307707;1.3687262821;2.;1.30884163004;1.00740795158;1.01389811367;6.36609099622
"past make <WUG> that present play","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  present) (VP  (LEX  play))))))))","(START (IP (LEX past ) (LEX make ) (NP (LEX <WUG> ) (CP that (IP present (VP play ) ) ) ) ) )",-77.9584664472,-79.7373188676,0.168831784057,2.76115274124,0.00785287062647,322.126296117,57.,9.37840545251,2.63661307707;1.3687262821;2.;1.47944478845;1.00660427744;1.15674924794;6.20289475657
"past <WUG> <WUG> that would finish","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  finish))))))))","(START (IP past (VP <WUG> (NP (LEX <WUG> ) (CP (LEX that ) would (LEX finish ) ) ) ) ) )",-107.580051336,-109.03410044,0.233622409061,2.8498423613,0.00374615868395,428.68335097,102.,8.48567743147,2.33453182963;1.09706708503;2.;1.58129759371;1.00627635505;1.03507878139;6.26366698942
"past hear <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  hear) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP (LEX past ) (LEX hear ) (NP (LEX <WUG> ) (CP that (IP past (LEX <WUG> ) ) ) ) ) )",-107.043954059,-108.082800085,0.353862794821,1.91679943878,0.00413071890185,508.325685502,63.,9.3277454952,2.63661307707;1.3687262821;2.;1.30884163004;1.00740795158;1.01389811367;6.36609099622
"past <WUG> <WUG> that could <WUG>","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  could) (VP  (LEX  <WUG>))))))))","(START (IP past (VP <WUG> (NP (LEX <WUG> ) (CP that (IP could (LEX <WUG> ) ) ) ) ) ) )",-137.210529551,-139.173509504,0.140439294205,3.14214928341,0.0019692167252,618.668412622,126.,8.54495495786,2.33453182963;1.09706708503;2.;1.48211225469;1.03684818273;1.04577228749;6.3844811478
"past <WUG> <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP past (VP <WUG> (NP (LEX <WUG> ) (CP that (IP past (LEX <WUG> ) ) ) ) ) ) )",-134.950521839,-136.09181029,0.319407216013,2.41515093346,0.00162340886598,615.663689136,126.,8.59543377578,2.33453182963;1.09706708503;2.;1.30884163004;1.00740795158;1.01389811367;6.67261081912
"past make <WUG> that past see","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  see))))))))","(START (IP (LEX past ) (LEX make ) (NP (LEX <WUG> ) (CP that (IP past (LEX see ) ) ) ) ) )",-75.8744693133,-76.8250926062,0.38650004561,1.77831251911,0.0148998563686,309.971558181,60.,9.32808433551,2.63661307707;1.3687262821;2.;1.30753991451;1.01378409397;1.01517995575;6.36082052556
"past <WUG> <WUG> that could find","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  could) (VP  (LEX  find))))))))","(START (IP past (VP <WUG> (NP (LEX <WUG> ) (CP that (IP could (LEX find ) ) ) ) ) ) )",-107.588018394,-109.134916861,0.212907289891,3.024076066,0.00439454917847,429.815104469,108.,8.58473545383,2.33453182963;1.09706708503;2.;1.41620702337;1.00940270616;1.06939121802;6.49695358651
"past hear <WUG> that past sell","(START  (IP  (LEX  past) (VP  (LEX  hear) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  sell))))))))","(START (IP (LEX past ) (LEX hear ) (NP (LEX <WUG> ) (CP that (IP past (LEX sell ) ) ) ) ) )",-77.8975343078,-78.7551975035,0.424152085563,1.44409936076,0.00584733520695,322.573899858,36.,9.32858396171,2.63661307707;1.3687262821;2.;1.3064583357;1.00038485541;1.01665875583;6.37489625939
