Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"past hear <WUG> that past bake","(START  (IP  (LEX  past) (VP  (LEX  hear) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  bake))))))))","(START (IP past (LEX hear ) (NP (LEX <WUG> ) (CP that (IP past (LEX bake ) ) ) ) ) )",-80.6248162024,-80.8099038939,0.83103140626,0.627454057155,0.00241271598685,305.508231411,30.,8.17878272888,2.00017855125;1.0098469746;2.;1.05224310597;1.00207567641;1.11443842065;6.12427318503
"past <WUG> <WUG> that past catch","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  catch))))))))","(START (IP past (LEX <WUG> ) (NP (LEX <WUG> ) (CP that (IP past (LEX catch ) ) ) ) ) )",-108.961963505,-109.161508463,0.819103394068,0.711629459495,0.00151169599472,387.867810714,60.,8.1788174819,2.0048553709;1.00970563839;2.;1.05224310597;1.00207567641;1.11443842065;6.13398438123
"past make <WUG> that should clean","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  should) (VP  (LEX  clean))))))))","(START (IP past (LEX make ) (NP (LEX <WUG> ) (CP that (IP should (VP (LEX clean ) ) ) ) ) ) )",-82.3254142213,-82.4063557203,0.922247642299,0.349029275635,0.0152763481281,324.969665623,24.,9.07940250668,2.00017855125;1.0098469746;2.;1.05232714546;1.01714928338;1.99990055199;7.00964664547
"past <WUG> <WUG> that past win","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  win))))))))","(START (IP past (LEX <WUG> ) (NP (LEX <WUG> ) (CP that (IP past (LEX win ) ) ) ) ) )",-110.155850707,-110.836924329,0.506073369078,1.28216307491,0.000619372125302,394.63839537,102.,8.14118724042,2.0048553709;1.00970563839;2.;1.05224119877;1.00987090912;1.07070442817;6.08856282654
"past make <WUG> that would <WUG>","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  <WUG>))))))))","(START (IP past (LEX make ) (NP (LEX <WUG> ) (CP that (IP would (VP (LEX <WUG> ) ) ) ) ) ) )",-109.661747246,-109.880501159,0.80351942956,0.702229039125,0.0144207967722,512.921748553,48.,8.93024608735,2.00017855125;1.0098469746;2.;1.05226465907;1.00635771788;1.86166060993;6.87141020804
"past <WUG> <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP past (LEX <WUG> ) (NP (LEX <WUG> ) (CP that (IP past (LEX <WUG> ) ) ) ) ) )",-137.971883605,-138.189646075,0.804316468365,0.797197828763,4.35009589345e-05,565.746158007,108.,8.17704087268,2.0048553709;1.00970563839;2.;1.05224397334;1.002387551;1.11237251244;6.13189411488
"past <WUG> <WUG> that past wrap","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  wrap))))))))","(START (IP past (LEX <WUG> ) (NP (LEX <WUG> ) (CP that (IP past (LEX wrap ) ) ) ) ) )",-110.381769462,-110.581314421,0.819103394068,0.711629459495,0.000397422191958,396.576878285,60.,8.1788174819,2.0048553709;1.00970563839;2.;1.05224310597;1.00207567641;1.11443842065;6.13398438123
"past make <WUG> that past <WUG>","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>))))))))","(START (IP past (LEX make ) (NP (LEX <WUG> ) (CP that (IP past (LEX <WUG> ) ) ) ) ) )",-106.489724221,-106.693029424,0.816029149219,0.713022426422,0.0144281246589,470.128759451,54.,8.17700611966,2.00017855125;1.0098469746;2.;1.05224397334;1.002387551;1.11237251244;6.12218291868
"past make <WUG> that present play","(START  (IP  (LEX  past) (VP  (LEX  make) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  present) (VP  (LEX  play))))))))","(START (IP past (LEX make ) (NP (LEX <WUG> ) (CP that (IP present (VP (LEX play ) ) ) ) ) ) )",-74.6792039878,-74.7574494392,0.924737420586,0.340447021398,0.0293387297203,281.123825391,39.,9.04913988846,2.00017855125;1.0098469746;2.;1.05223562235;1.00074301176;1.9861357285;6.99597838891
"past <WUG> <WUG> that would finish","(START  (IP  (LEX  past) (VP  (LEX  <WUG>) (NP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  would) (VP  (LEX  finish))))))))","(START (IP past (LEX <WUG> ) (NP (LEX <WUG> ) (CP that (IP would (VP (LEX finish ) ) ) ) ) ) )",-112.291325309,-112.422135653,0.877384160306,0.568733653087,0.00196741970273,410.573628829,78.,9.02319523674,2.0048553709;1.00970563839;2.;1.0522651601;1.00629852944;1.95457126833;6.97409395937
