Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP (LEX present ) (LEX think ) (LEX null ) (LEX null ) (LEX <WUG> ) (PP from ) ) )",-65.3655856983,-65.8443565741,0.61954442105,1.57982525685,0.0529261791474,212.825313739,100.,8.08873639786,2.89424409173;1.16805859598;1.19332191688;1.19871354545;1.0129317601;1.02278236215;3.62654962104
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP (LEX present ) (LEX think ) (LEX null ) (LEX null ) (LEX <WUG> ) (PP <WUG> ) ) )",-97.309794743,-98.0968688688,0.455174632591,2.16852411566,0.0320976391761,344.670275655,100.,8.26109263968,2.89750196753;1.15086933167;1.27550334002;1.2831869576;1.01156846499;1.17412561337;3.93673241124
"present think null null <WUG> with","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  with))))))))","(START (IP (LEX present ) (LEX think ) (LEX null ) (LEX null ) (LEX <WUG> ) (PP with ) ) )",-64.8361979048,-65.3011558385,0.628161529078,1.52633358115,0.0681803387862,210.572205907,100.,8.07970059895,2.89407329716;1.16895974545;1.18901354483;1.19428501558;1.01300323103;1.01484817207;3.610288247
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP (LEX present ) (LEX think ) (LEX null ) (LEX null ) (LEX <WUG> ) (PP <WUG> ) ) )",-97.309794743,-98.0968688688,0.455174632591,2.16852411566,0.0320976391761,344.670275655,100.,8.26109263968,2.89750196753;1.15086933167;1.27550334002;1.2831869576;1.01156846499;1.17412561337;3.93673241124
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP (LEX present ) (LEX think ) (LEX null ) (LEX null ) (LEX <WUG> ) (PP from ) ) )",-65.3655856983,-65.8443565741,0.61954442105,1.57982525685,0.0529261791474,212.825313739,100.,8.08873639786,2.89424409173;1.16805859598;1.19332191688;1.19871354545;1.0129317601;1.02278236215;3.62654962104
"present think null null picture of","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  picture) (PP  (LEX  of))))))))","(START (IP present (VP (LEX think ) (LEX null ) (LEX null ) picture (PP of ) ) ) )",-31.4511258436,-32.14899054,0.497646797118,1.06532305648,0.0670340044381,109.197690009,73.,7.56359674916,2.49061241909;1.92977533282;1.04849188921;1.04984429797;1.00042064307;1.01297036584;4.09659430744
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP (LEX present ) (LEX think ) (LEX null ) (LEX null ) (LEX <WUG> ) (PP from ) ) )",-65.3655856983,-65.8443565741,0.61954442105,1.57982525685,0.0529261791474,212.825313739,100.,8.08873639786,2.89424409173;1.16805859598;1.19332191688;1.19871354545;1.0129317601;1.02278236215;3.62654962104
"present think null null <WUG> from","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  from))))))))","(START (IP (LEX present ) (LEX think ) (LEX null ) (LEX null ) (LEX <WUG> ) (PP from ) ) )",-65.3655856983,-65.8443565741,0.61954442105,1.57982525685,0.0529261791474,212.825313739,100.,8.08873639786,2.89424409173;1.16805859598;1.19332191688;1.19871354545;1.0129317601;1.02278236215;3.62654962104
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP (LEX present ) (LEX think ) (LEX null ) (LEX null ) (LEX <WUG> ) (PP <WUG> ) ) )",-97.309794743,-98.0968688688,0.455174632591,2.16852411566,0.0320976391761,344.670275655,100.,8.26109263968,2.89750196753;1.15086933167;1.27550334002;1.2831869576;1.01156846499;1.17412561337;3.93673241124
"present think null null <WUG> <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  null) (IP  (LEX  null) (NP  (LEX  <WUG>) (PP  (LEX  <WUG>))))))))","(START (IP (LEX present ) (LEX think ) (LEX null ) (LEX null ) (LEX <WUG> ) (PP <WUG> ) ) )",-97.309794743,-98.0968688688,0.455174632591,2.16852411566,0.0320976391761,344.670275655,100.,8.26109263968,2.89750196753;1.15086933167;1.27550334002;1.2831869576;1.01156846499;1.17412561337;3.93673241124
